c file generated by rmnkGenerator.R with seed  0 the 03/11/2019 16:36:55 
0.8215074  0.3792767  
0.452217  0.732718  
0.8555719  0.5721703  
0.1886218  0.9063153  
0.7780297  0.3825046  
0.08962457  0.04965359  
0.7226832  0.8293243  
0.6899869  0.1328278  
0.08891023  0.7313716  
0.009028956  0.696197  
0.6099982  0.6441072  
0.2387141  0.9576365  
0.7488143  0.418339  
0.5335405  0.09439027  
0.4916104  0.5253055  
0.04675633  0.4082778  
0.07512201  0.7373055  
0.04363633  0.9489382  
0.1142878  0.03527777  
0.806164  0.415318  
0.8491401  0.5280489  
0.6005429  0.7087401  
0.09277753  0.2429566  
0.7780402  0.6519409  
0.03094551  0.6485509  
0.5277924  0.4950641  
0.6466573  0.4504854  
0.5452567  0.9287772  
0.3862072  0.7498217  
0.07247666  0.9747925  
0.1612824  0.3939491  
0.2870934  0.1066483  
0.1734261  0.3461621  
0.3970943  0.5387943  
0.8887803  0.4057905  
0.2607776  0.3402328  
0.1936555  0.05737268  
0.3149759  0.2126454  
0.660825  0.1364876  
0.2046983  0.6210763  
0.9018003  0.6348758  
0.01358977  0.9381769  
0.745575  0.3708835  
0.7940437  0.8285344  
0.05241306  0.3158784  
0.6671656  0.06490054  
0.7904696  0.6680506  
0.8310503  0.3016933  
0.1241554  0.201983  
0.3325094  0.2246305  
0.8642777  0.862034  
0.8620921  0.9420749  
0.1971736  0.8431201  
0.7094999  0.3923659  
0.7651182  0.09515213  
0.5424222  0.5880664  
0.9779727  0.8672388  
0.9268733  0.7988145  
0.3649972  0.6234357  
0.9522971  0.5879279  
0.4842734  0.1994422  
0.6400124  0.6714083  
0.08444628  0.5222483  
0.7701339  0.5270962  
0.7219165  0.4199733  
0.5666813  0.1234289  
0.4166695  0.2766765  
0.8177344  0.7781813  
0.1961054  0.5155262  
0.4018981  0.505843  
0.4863809  0.4260981  
0.1872429  0.9193318  
0.1318522  0.5073743  
0.8174058  0.5983954  
0.7431192  0.5593103  
0.8627927  0.1677153  
0.2994565  0.4735031  
0.4317905  0.9009393  
0.8728042  0.6765688  
0.573303  0.07324687  
0.317288  0.5308244  
0.7146694  0.7122246  
0.7098671  0.4701286  
0.8809208  0.7830977  
0.7460186  0.431456  
0.2013444  0.1465618  
0.9403801  0.7671372  
0.3287585  0.6035957  
0.7457174  0.7066615  
0.1388539  0.8510762  
0.405873  0.5782843  
0.4119172  0.05159533  
0.3618566  0.5481704  
0.8584923  0.05077117  
0.2315732  0.2976945  
0.6732538  0.8298771  
0.9951598  0.04265712  
0.03913868  0.542336  
0.1387252  0.2713721  
0.1778569  0.3816321  
0.3030454  0.8355179  
0.8941497  0.6758081  
0.3347562  0.9022377  
0.6209397  0.1285647  
0.9058094  0.1922977  
0.8662696  0.2251334  
0.8704269  0.4484275  
0.9490809  0.1582198  
0.02301872  0.2061456  
0.2483996  0.1648912  
0.925485  0.727181  
0.159267  0.7084244  
0.2448693  0.82028  
0.8093278  0.9961111  
0.7336878  0.4284754  
0.6769828  0.7533327  
0.06719431  0.9994554  
0.3990319  0.712465  
0.7461677  0.4724879  
0.06170193  0.1654151  
0.03990695  0.2923314  
0.7127627  0.0456392  
0.7359549  0.05793207  
0.9029764  0.3427435  
0.5125996  0.6252453  
0.7135754  0.5161239  
0.6062418  0.3482647  
0.7951614  0.03443877  
0.148965  0.7451101  
0.02793436  0.6771061  
0.02709285  0.9470205  
0.2228911  0.03171321  
0.8087295  0.3871236  
0.5115967  0.9599686  
0.7077695  0.5463376  
0.7507742  0.9168595  
0.6462204  0.7170908  
0.03939329  0.5542834  
0.4199069  0.8196983  
0.02996033  0.03586513  
0.4601619  0.3669732  
0.5412981  0.7278305  
0.9710142  0.9100609  
0.4393995  0.7785446  
0.5603527  0.5768047  
0.8588812  0.8729749  
0.3012838  0.5055311  
0.005177345  0.1345135  
0.9117609  0.4899626  
0.6597471  0.4349942  
0.7539907  0.644331  
0.6417172  0.3516667  
0.7133906  0.7431065  
0.8635203  0.9803648  
0.2550595  0.036196  
0.7036946  0.7204158  
0.2885893  0.2349158  
0.5239773  0.2646206  
0.811033  0.03466938  
0.4631584  0.3977061  
0.1482397  0.6310488  
0.9501175  0.07676579  
0.02096406  0.9737267  
0.9579603  0.2237677  
0.6616725  0.01134019  
0.4490589  0.4545988  
0.4920959  0.99066  
0.9576231  0.9447914  
0.897279  0.8992775  
0.6078699  0.7849355  
0.3488323  0.6777676  
0.6770965  0.3306681  
0.1320001  0.06580196  
0.2353376  0.01310972  
0.9484904  0.1192643  
0.8114611  0.03731267  
0.2896569  0.1615961  
0.427064  0.7668428  
0.4267683  0.1881633  
0.5406234  0.06197036  
0.07231266  0.1654689  
0.6809669  0.04288589  
0.03430553  0.7892315  
0.327667  0.06657604  
0.3867734  0.4421584  
0.8700357  0.7188601  
0.6337319  0.8852263  
0.006355637  0.9708816  
0.6842099  0.03918472  
0.5819553  0.8223992  
0.9248951  0.2889201  
0.7280667  0.428347  
0.9116746  0.9261132  
0.1481287  0.2718818  
0.1002533  0.7515459  
0.3924372  0.4627303  
0.4842453  0.3120364  
0.8953472  0.9208275  
0.03473625  0.4111554  
0.5683089  0.4158602  
0.760495  0.7569041  
0.2909534  0.8199521  
0.03347257  0.1779061  
0.4022596  0.874283  
0.8352437  0.2624322  
0.606268  0.1876893  
0.02417361  0.009820486  
0.969371  0.4421617  
0.412186  0.6243645  
0.2633052  0.2396372  
0.3138712  0.8929104  
0.8908763  0.7324212  
0.3004836  0.5397894  
0.1407579  0.9646737  
0.5481036  0.06649305  
0.4469501  0.6124232  
0.01068453  0.8011419  
0.04308888  0.1597848  
0.6021988  0.3986457  
0.143079  0.4777282  
0.8224713  0.328158  
0.4222489  0.5277818  
0.3664717  0.4385401  
0.1266569  0.2029124  
0.08036897  0.776834  
0.3538457  0.2821363  
0.0351238  0.2655367  
0.3595378  0.6848609  
0.2110429  0.954988  
0.3480795  0.03910005  
0.1154166  0.5784826  
0.002694092  0.654445  
0.1624916  0.5116576  
0.7397767  0.9947705  
0.8479399  0.8956463  
0.3248517  0.2964848  
0.6483839  0.2659109  
0.9354381  0.8196018  
0.6424832  0.8430806  
0.2258553  0.7640194  
0.4633306  0.2726853  
0.1983555  0.7050753  
0.4455273  0.469379  
0.6973509  0.9678374  
0.1282285  0.1963012  
0.9694704  0.5130181  
0.01759216  0.1526676  
0.7579863  0.1629886  
0.6185838  0.5016364  
0.2770375  0.4077149  
0.9990815  0.3089291  
0.7475969  0.9393948  
0.622932  0.5348617  
0.9819762  0.9063655  
0.3691097  0.1632411  
0.7893863  0.4029872  
0.4239047  0.08016928  
0.7462482  0.9251926  
0.1837474  0.1632076  
0.3827554  0.9297922  
0.3885306  0.1607946  
0.8039382  0.462357  
0.2952695  0.002019231  
0.8158593  0.4025059  
0.7232635  0.505882  
0.7822935  0.02748662  
0.6514294  0.3867447  
0.3626616  0.3644319  
0.7194062  0.03291433  
0.1616897  0.8155642  
0.9188586  0.1125926  
0.7801347  0.413339  
0.3835993  0.7137142  
0.3947864  0.2996406  
0.2969523  0.7716749  
0.5219243  0.551314  
0.6885528  0.9316607  
0.3288899  0.2537671  
0.6328523  0.1228911  
0.2508793  0.640118  
0.992148  0.4227566  
0.6990857  0.3838892  
0.9774235  0.6902787  
0.7485033  0.6861309  
0.5411187  0.5074935  
0.6196278  0.7372123  
0.6165065  0.7747087  
0.6909587  0.7977437  
0.6836968  0.8329182  
0.2385198  0.9021466  
0.2729652  0.4456928  
0.7664374  0.3299183  
0.06626271  0.1098579  
0.1685947  0.4060751  
0.04617821  0.1770001  
0.309077  0.65955  
0.2722918  0.4211843  
0.6349384  0.2886101  
0.4360541  0.1642457  
0.07473187  0.524215  
0.3200958  0.2751771  
0.3704522  0.1040244  
0.3235316  0.07926287  
0.6307123  0.8646178  
0.8730943  0.2491262  
0.5477017  0.2229782  
0.7782494  0.3852394  
0.7547691  0.2825819  
0.9826726  0.3285423  
0.04249176  0.3773035  
0.0655008  0.2732529  
0.6589502  0.1369918  
0.9043941  0.7626047  
0.1125275  0.4566757  
0.5651431  0.07439791  
0.5853455  0.7899141  
0.2661161  0.04094399  
0.07661408  0.3440922  
0.8128354  0.3868332  
0.4978254  0.1740175  
0.5506862  0.6131992  
0.9729259  0.06611049  
0.6211164  0.9356561  
0.8993071  0.6433432  
0.3498986  0.9554216  
0.6119662  0.7402761  
0.5400434  0.04572472  
0.3785346  0.741393  
0.4537055  0.6732099  
0.7157287  0.8476254  
0.481366  0.8588078  
0.6435269  0.676635  
0.1995358  0.7361715  
0.5258877  0.2808001  
0.4541755  0.943425  
0.3561062  0.03886658  
0.08804008  0.03001168  
0.553637  0.09822723  
0.1582662  0.8185018  
0.7588708  0.1339837  
0.09047938  0.3504433  
0.7712144  0.5329688  
0.822085  0.3142346  
0.04311695  0.0185464  
0.1387683  0.8785133  
0.8354175  0.4693811  
0.3809508  0.7020901  
0.6724089  0.5019583  
0.7776047  0.2979757  
0.1049188  0.540702  
0.3425024  0.7925954  
0.2307446  0.06596663  
0.8067573  0.1235994  
0.1019259  0.9034657  
0.1166463  0.182563  
0.1233721  0.5062087  
0.9100706  0.07664518  
0.701954  0.7542672  
0.4529204  0.7238097  
0.8202927  0.3934589  
0.5198287  0.9399169  
0.07978392  0.3047657  
0.6652344  0.3852034  
0.8585351  0.864647  
0.3595488  0.6767627  
0.5722721  0.8028674  
0.5015409  0.9287031  
0.1237664  0.5963317  
0.4563211  0.7419672  
0.4635561  0.260723  
0.3475278  0.6788408  
0.8522831  0.3785845  
0.348273  0.8990259  
0.3455803  0.481013  
0.2102908  0.5120068  
0.9183764  0.4985717  
0.02628231  0.02094695  
0.9565344  0.1603988  
0.5424671  0.9752267  
0.7929544  0.7600703  
0.3744096  0.5158239  
0.1560789  0.4370241  
0.9847333  0.4355515  
0.7422505  0.6696047  
0.9837362  0.7825103  
0.3406954  0.1632457  
0.3369397  0.4437036  
0.1768916  0.1045129  
0.6551559  0.3339494  
0.03298998  0.6945455  
0.109189  0.0739639  
0.3595587  0.8460202  
0.4745958  0.8807107  
0.5546363  0.4959074  
0.6125418  0.6058908  
0.1051544  0.9102067  
0.2513635  0.2797426  
0.7806018  0.174379  
0.8735026  0.1246283  
0.8731245  0.1647346  
0.9009002  0.238414  
0.9998936  0.645021  
0.5925046  0.1727089  
0.7509606  0.3919012  
0.6957637  0.5613798  
0.0701394  0.09875934  
0.1030573  0.9220654  
0.8720754  0.9045341  
0.6999514  0.03553924  
0.7110693  0.3141683  
0.9765942  0.3544954  
0.5483283  0.5671355  
0.5339173  0.1204012  
0.5207788  0.3533853  
0.5584307  0.7832239  
0.5922978  0.839199  
0.370756  0.5906761  
0.2172748  0.6318854  
0.01165816  0.2587409  
0.09162783  0.3288081  
0.7577536  0.8773318  
0.241284  0.5259333  
0.796033  0.2474717  
0.2159826  0.9489064  
0.8605448  0.2793245  
0.9607808  0.8707484  
0.567291  0.7194475  
0.5788689  0.6477649  
0.8820229  0.3779988  
0.3693298  0.8122963  
0.2359187  0.05030902  
0.6328745  0.1614383  
0.4153307  0.4036141  
0.7441216  0.5620059  
0.0447156  0.5406423  
0.9271453  0.3868808  
0.6016483  0.3846866  
0.8310014  0.6806357  
0.5982579  0.2537971  
0.7734007  0.01424861  
0.3057674  0.5015378  
0.7782259  0.8059155  
0.7833384  0.8365121  
0.9268982  0.3852485  
0.3029805  0.4756742  
0.9336752  0.9347163  
0.02997539  0.2599145  
0.4103414  0.4479072  
0.4126308  0.6862368  
0.6152438  0.2594045  
0.004643593  0.3213396  
0.3723649  0.7147277  
0.375507  0.2347147  
0.9802122  0.6757635  
0.9331549  0.1154712  
0.7326837  0.02178623  
0.4384754  0.73228  
0.8347163  0.4471531  
0.7887071  0.3317955  
0.9414526  0.3009207  
0.3656409  0.8394716  
0.6719648  0.1388673  
0.9229865  0.8314302  
0.7036422  0.1493999  
0.5603265  0.4451827  
0.8291193  0.4149973  
0.9496583  0.7169209  
0.08203326  0.03782944  
0.5247648  0.398824  
0.5876631  0.4449026  
0.5644384  0.7114702  
0.3681168  0.8691424  
0.139698  0.1630137  
0.1514597  0.6281303  
0.6381166  0.6728608  
0.1411019  0.8817389  
0.585242  0.4646932  
0.4271797  0.8743088  
0.1709119  0.5345898  
0.139282  0.383995  
0.9325336  0.695791  
0.7401905  0.6115318  
0.07653122  0.6497122  
0.6507736  0.8425045  
0.5282323  0.3874522  
0.5275706  0.4061966  
0.539866  0.419304  
0.369055  0.858246  
0.9073609  0.9744285  
0.2176885  0.8325908  
0.7843874  0.8504591  
0.2324923  0.9615425  
0.7072834  0.2837795  
0.2228871  0.07074258  
0.4744719  0.1334206  
0.4489987  0.600408  
0.3109196  0.5093123  
0.3464473  0.003304541  
0.7040954  0.8820484  
0.3887164  0.4130309  
0.5011344  0.4774029  
0.418322  0.6578361  
0.9164551  0.09519438  
0.4934453  0.2398792  
0.4575861  0.8494066  
0.4115187  0.9757386  
0.6175384  0.754124  
0.1981814  0.7698165  
0.0676502  0.04379311  
0.7431774  0.8537424  
0.9093698  0.869332  
0.2058001  0.3614476  
0.6874185  0.5746553  
0.3985018  0.8222048  
0.4535928  0.9843289  
0.54756  0.1335557  
0.3199185  0.8483795  
0.924625  0.9157678  
0.2977052  0.8198546  
0.8058526  0.6154772  
0.8934698  0.4396965  
0.2592268  0.5654853  
0.63286  0.8074608  
0.2886581  0.1405092  
0.4483919  0.1107911  
0.05989527  0.2384044  
0.2139464  0.07721865  
0.8723085  0.04752457  
0.5798496  0.916089  
0.8466959  0.1788714  
0.7949731  0.3069585  
0.4045985  0.1282439  
0.4610967  0.695945  
0.9038742  0.7012464  
0.6137895  0.882632  
0.2772998  0.3220276  
0.1721605  0.8927099  
0.8992169  0.5544931  
0.5774701  0.09686129  
0.4199042  0.875218  
0.3655764  0.934917  
0.1165166  0.7887634  
0.9495796  0.3334026  
0.1232908  0.08936092  
0.9016783  0.5149337  
0.01825764  0.08919613  
0.9602724  0.03483853  
0.4885007  0.7592941  
0.6261571  0.3824625  
0.1146982  0.3449867  
0.6134923  0.2600091  
0.7482842  0.9058467  
0.3531019  0.05648682  
0.1177607  0.3283419  
0.6483774  0.7143653  
0.8347133  0.6142165  
0.7199677  0.2690977  
0.3462247  0.4752783  
0.3453161  0.4236321  
0.6619734  0.9538274  
0.4410881  0.5408494  
0.4939099  0.2562869  
0.09096619  0.8823024  
0.04190277  0.1016209  
0.5670963  0.7047338  
0.4548285  0.8908106  
0.4642787  0.1218665  
0.7234892  0.6271103  
0.7399828  0.8291641  
0.7909672  0.8680955  
0.3217937  0.9362418  
0.990226  0.9724476  
0.1548982  0.579329  
0.5100546  0.1984445  
0.3069365  0.2245646  
0.5684489  0.7565051  
0.4206712  0.05786892  
0.9827869  0.6915448  
0.2183908  0.1240619  
0.7157666  0.1774306  
0.8484317  0.6337886  
0.4810979  0.2777201  
0.1270446  0.2037111  
0.9981429  0.2534315  
0.4921303  0.9216768  
0.3542703  0.08510921  
0.0428252  0.5433435  
0.8862241  0.3203135  
0.9490916  0.9984705  
0.4089767  0.4372965  
0.3049102  0.9655767  
0.3297985  0.8061353  
0.9813692  0.05862245  
0.3740359  0.6968828  
0.9891675  0.7568543  
0.7859002  0.5101405  
0.5936429  0.02548197  
0.1408229  0.9876274  
0.9941835  0.4255413  
0.4512351  0.08056949  
0.9097863  0.8940501  
0.4990295  0.4024238  
0.1650536  0.5969884  
0.1417385  0.2180713  
0.3776279  0.03665578  
0.02849576  0.4334789  
0.1657411  0.7736676  
0.1713468  0.493209  
0.4726705  0.511001  
0.0452114  0.5878999  
0.6936488  0.6549177  
0.8882274  0.3968464  
0.2780146  0.3808773  
0.06990734  0.2316049  
0.6942666  0.08350816  
0.4524323  0.07469529  
0.8910195  0.2158429  
0.1478499  0.2288976  
0.8737254  0.3479059  
0.1429291  0.1120391  
0.6751047  0.1866241  
0.8237425  0.9329688  
0.3419353  0.6449937  
0.7268771  0.6029946  
0.6376676  0.4902094  
0.9521344  0.1793908  
0.6578911  0.2769641  
0.9583506  0.3553214  
0.06071424  0.5350316  
0.1166617  0.486149  
0.4244251  0.9645701  
0.4105334  0.3668394  
0.2216174  0.2269397  
0.0511282  0.05059238  
0.1065231  0.158368  
0.9811879  0.9952811  
0.8767147  0.6191308  
0.502436  0.8182583  
0.899217  0.5823269  
0.07771376  0.570644  
0.1800872  0.4341709  
0.646787  0.7112717  
0.4869307  0.9256775  
0.1885332  0.8163007  
0.1266847  0.4121433  
0.4999577  0.5422847  
0.5035598  0.07363796  
0.6233417  0.8725549  
0.8690116  0.9651476  
0.5538199  0.06538929  
0.7349363  0.4927848  
0.3216877  0.1893787  
0.3971534  0.1155603  
0.8496766  0.8574109  
0.4039608  0.8783417  
0.4058378  0.9788196  
0.6542446  0.6915233  
0.5620262  0.03417065  
0.2848033  0.6876362  
0.1427748  0.2438758  
0.6651327  0.4211061  
0.06743105  0.5955921  
0.749867  0.5280435  
0.9535543  0.7864448  
0.8394522  0.256112  
0.9322055  0.2490555  
0.06905877  0.5729221  
0.1033373  0.809949  
0.07024844  0.3474438  
0.6697866  0.2517642  
0.7977102  0.1562157  
0.7409597  0.2263773  
0.1113063  0.3883765  
0.2704783  0.1218471  
0.9123799  0.7552879  
0.4806478  0.01986536  
0.9279295  0.4387361  
0.294885  0.07424379  
0.6267751  0.8880363  
0.2794495  0.3046156  
0.4077764  0.8704538  
0.5796299  0.337373  
0.6899823  0.415765  
0.5606749  0.1537076  
0.9488742  0.001026819  
0.01224508  0.9501329  
0.1021709  0.07909076  
0.9005748  0.9948433  
0.3093548  0.6276341  
0.49367  0.285854  
0.9432315  0.7576923  
0.6294489  0.810764  
0.7505255  0.4099184  
0.2467933  0.5542082  
0.9349326  0.9673653  
0.2384901  0.07995241  
0.4104496  0.4804265  
0.6545555  0.7864473  
0.5155911  0.0786775  
0.9850071  0.03673279  
0.9570792  0.9121952  
0.6534714  0.2273004  
0.8030189  0.1497625  
0.7144391  0.4855726  
0.577805  0.2896695  
0.5648843  0.2881263  
0.2682658  0.07782227  
0.4911886  0.1819497  
0.2715418  0.8016788  
0.2777229  0.6912734  
0.223574  0.2617936  
0.1118875  0.9921433  
0.9605846  0.9306845  
0.4168957  0.229959  
0.3941583  0.4610594  
0.9822091  0.0006052684  
0.8247936  0.8307324  
0.7480647  0.7120332  
0.4951627  0.3093475  
0.6267562  0.4230956  
0.03512086  0.5343999  
0.7375942  0.845544  
0.9589823  0.1660437  
0.5312919  0.8568678  
0.3410077  0.7750282  
0.7450039  0.2409493  
0.1808455  0.387113  
0.5820908  0.9671971  
0.1240563  0.4377153  
0.1006361  0.08229441  
0.1770892  0.0703615  
0.5241836  0.4722883  
0.9779634  0.5945408  
0.0743227  0.5988687  
0.8377218  0.3957266  
0.4189469  0.02411139  
0.6776494  0.3263999  
0.0412333  0.822898  
0.9246353  0.01017122  
0.1399859  0.7303704  
0.2468825  0.07035663  
0.7295393  0.4133059  
0.1484653  0.08024637  
0.6898562  0.794071  
0.1732155  0.2766822  
0.3424794  0.6634761  
0.8697188  0.2118113  
0.2238963  0.1183647  
0.765935  0.06557821  
0.8407452  0.1238522  
0.7912878  0.3613491  
0.2080768  0.9170427  
0.02141955  0.7155458  
0.004817597  0.2615757  
0.5002974  0.5947591  
0.9582341  0.1584679  
0.2840999  0.2691827  
0.001736278  0.5626653  
0.08370691  0.9963633  
0.3814079  0.5907472  
0.413303  0.5399289  
0.3591175  0.01065314  
0.4641035  0.8801816  
0.2972037  0.8940521  
0.5535754  0.05226842  
0.7456304  0.4989404  
0.7753906  0.201222  
0.6847902  0.5473042  
0.7513343  0.308183  
0.729884  0.8473997  
0.3050098  0.5862107  
0.1253317  0.5340993  
0.7618574  0.6509065  
0.7604745  0.03455832  
0.9666874  0.1200874  
0.6180323  0.9141257  
0.6311946  0.575576  
0.7381605  0.6580486  
0.6931833  0.07992458  
0.009897761  0.9850814  
0.305041  0.2947562  
0.6811305  0.6868311  
0.5536892  0.3968411  
0.1603059  0.8220781  
0.7858544  0.1811709  
0.9300403  0.8373998  
0.4255479  0.8420864  
0.8346775  0.2145419  
0.2927387  0.04865535  
0.09182783  0.655788  
0.3577748  0.009437137  
0.7702295  0.7674508  
0.5957515  0.7749521  
0.7855592  0.7848173  
0.4053309  0.3661516  
0.7094322  0.9659125  
0.02599819  0.441116  
0.7018209  0.1656333  
0.8618926  0.3485867  
0.0479495  0.1031767  
0.609456  0.1005779  
0.9763764  0.5809744  
0.8797873  0.5185711  
0.9136124  0.2950233  
0.1499604  0.4134484  
0.5883778  0.4382942  
0.2909369  0.3797047  
0.5979697  0.9615772  
0.4533597  0.2765765  
0.9604829  0.754724  
0.8262684  0.3668981  
0.5798311  0.1442291  
