0.2534315  0.6696047  0.06657604  0.727767  0.4314737  
0.9216768  0.7825103  0.4421584  0.1874264  0.01307758  
0.08510921  0.1632457  0.7188601  0.5419793  0.1031842  
0.5433435  0.4437036  0.8852263  0.6379087  0.640101  
0.3203135  0.1045129  0.9708816  0.7089752  0.4955936  
0.9984705  0.3339494  0.03918472  0.1283279  0.1734423  
0.4372965  0.6945455  0.8223992  0.9281775  0.4538955  
0.9655767  0.0739639  0.2889201  0.7586968  0.2075451  
0.8061353  0.8460202  0.428347  0.9939139  0.595712  
0.05862245  0.8807107  0.9261132  0.02937716  0.07706438  
0.6968828  0.4959074  0.2718818  0.2776581  0.6427955  
0.7568543  0.6058908  0.7515459  0.04321826  0.5980924  
0.5101405  0.9102067  0.4627303  0.3368783  0.5260277  
0.02548197  0.2797426  0.3120364  0.6217733  0.5076418  
0.9876274  0.174379  0.9208275  0.9556758  0.6015412  
0.4255413  0.1246283  0.4111554  0.3287437  0.2581659  
0.08056949  0.1647346  0.4158602  0.1153423  0.4525708  
0.8940501  0.238414  0.7569041  0.3792767  0.7466983  
0.4024238  0.645021  0.8199521  0.732718  0.8645449  
0.5969884  0.1727089  0.1779061  0.5721703  0.5571595  
0.2180713  0.3919012  0.874283  0.9063153  0.4531314  
0.03665578  0.5613798  0.2624322  0.3825046  0.1808664  
0.4334789  0.09875934  0.1876893  0.04965359  0.07527574  
0.7736676  0.9220654  0.009820486  0.8293243  0.2126995  
0.493209  0.9045341  0.4421617  0.1328278  0.8950941  
0.511001  0.03553924  0.6243645  0.7313716  0.7799849  
0.5878999  0.3141683  0.2396372  0.696197  0.4131242  
0.6549177  0.3544954  0.8929104  0.6441072  0.3354875  
0.3968464  0.5671355  0.7324212  0.9576365  0.3376153  
0.3808773  0.1204012  0.5397894  0.418339  0.8406146  
0.2316049  0.3533853  0.9646737  0.09439027  0.3913593  
0.08350816  0.7832239  0.06649305  0.5253055  0.8954454  
0.07469529  0.839199  0.6124232  0.4082778  0.7410786  
0.2158429  0.5906761  0.8011419  0.7373055  0.9030816  
0.2288976  0.6318854  0.1597848  0.9489382  0.1912601  
0.3479059  0.2587409  0.3986457  0.03527777  0.5033395  
0.1120391  0.3288081  0.4777282  0.415318  0.1891936  
0.1866241  0.8773318  0.328158  0.5280489  0.7244989  
0.9329688  0.5259333  0.5277818  0.7087401  0.5476466  
0.6449937  0.2474717  0.4385401  0.2429566  0.3889051  
0.6029946  0.9489064  0.2029124  0.6519409  0.9273021  
0.4902094  0.2793245  0.776834  0.6485509  0.5905732  
0.1793908  0.8707484  0.2821363  0.4950641  0.840507  
0.2769641  0.7194475  0.2655367  0.4504854  0.7828513  
0.3553214  0.6477649  0.6848609  0.9287772  0.2186453  
0.5350316  0.3779988  0.954988  0.7498217  0.2689506  
0.486149  0.8122963  0.03910005  0.9747925  0.5185761  
0.9645701  0.05030902  0.5784826  0.3939491  0.1291569  
0.3668394  0.1614383  0.654445  0.1066483  0.7179353  
0.2269397  0.4036141  0.5116576  0.3461621  0.1001408  
0.05059238  0.5620059  0.9947705  0.5387943  0.9479664  
0.158368  0.5406423  0.8956463  0.4057905  0.3082923  
0.9952811  0.3868808  0.2964848  0.3402328  0.9533555  
0.6191308  0.3846866  0.2659109  0.05737268  0.3399792  
0.8182583  0.6806357  0.8196018  0.2126454  0.1654539  
0.5823269  0.2537971  0.8430806  0.1364876  0.5101252  
0.570644  0.01424861  0.7640194  0.6210763  0.5109597  
0.4341709  0.5015378  0.2726853  0.6348758  0.04646088  
0.7112717  0.8059155  0.7050753  0.9381769  0.8540015  
0.9256775  0.8365121  0.469379  0.3708835  0.1314423  
0.8163007  0.3852485  0.9678374  0.8285344  0.6314202  
0.4121433  0.4756742  0.1963012  0.3158784  0.6896279  
0.5422847  0.9347163  0.5130181  0.06490054  0.5549006  
0.07363796  0.2599145  0.1526676  0.6680506  0.4527201  
0.8725549  0.4479072  0.1629886  0.3016933  0.5783539  
0.9651476  0.6862368  0.5016364  0.201983  0.1426041  
0.06538929  0.2594045  0.4077149  0.2246305  0.2109258  
0.4927848  0.3213396  0.3089291  0.862034  0.13269  
0.1893787  0.7147277  0.9393948  0.9420749  0.9429571  
0.1155603  0.2347147  0.5348617  0.8431201  0.9329098  
0.8574109  0.6757635  0.9063655  0.3923659  0.6035881  
0.8783417  0.1154712  0.1632411  0.09515213  0.1088063  
0.9788196  0.02178623  0.4029872  0.5880664  0.4985145  
0.6915233  0.73228  0.08016928  0.8672388  0.9346914  
0.03417065  0.4471531  0.9251926  0.7988145  0.3171447  
0.6876362  0.3317955  0.1632076  0.6234357  0.7875405  
0.2438758  0.3009207  0.9297922  0.5879279  0.1650276  
0.4211061  0.8394716  0.1607946  0.1994422  0.7547056  
0.5955921  0.1388673  0.462357  0.6714083  0.1695768  
0.5280435  0.8314302  0.002019231  0.5222483  0.1090293  
0.7864448  0.1493999  0.4025059  0.5270962  0.1693109  
0.256112  0.4451827  0.505882  0.4199733  0.1922095  
0.2490555  0.4149973  0.02748662  0.1234289  0.1812318  
0.5729221  0.7169209  0.3867447  0.2766765  0.770737  
0.809949  0.03782944  0.3644319  0.7781813  0.5273108  
0.3474438  0.398824  0.03291433  0.5155262  0.3730634  
0.2517642  0.4449026  0.8155642  0.505843  0.1386282  
0.1562157  0.7114702  0.1125926  0.4260981  0.1548316  
0.2263773  0.8691424  0.413339  0.9193318  0.2213059  
0.3883765  0.1630137  0.7137142  0.5073743  0.1314165  
0.1218471  0.6281303  0.2996406  0.5983954  0.3270137  
0.7552879  0.6728608  0.7716749  0.5593103  0.6814425  
0.01986536  0.8817389  0.551314  0.1677153  0.1189026  
0.4387361  0.4646932  0.9316607  0.4735031  0.9292539  
0.07424379  0.8743088  0.2537671  0.9009393  0.09485785  
0.8880363  0.5345898  0.1228911  0.6765688  0.4615518  
0.3046156  0.383995  0.640118  0.07324687  0.9910992  
0.8704538  0.695791  0.4227566  0.5308244  0.8134352  
0.337373  0.6115318  0.3838892  0.7122246  0.4004497  
0.415765  0.6497122  0.6902787  0.4701286  0.1933099  
0.1537076  0.8425045  0.6861309  0.7830977  0.719914  
0.001026819  0.3874522  0.5074935  0.431456  0.4950016  
0.9501329  0.4061966  0.7372123  0.1465618  0.3538842  
0.07909076  0.419304  0.7747087  0.7671372  0.6247142  
0.9948433  0.858246  0.7977437  0.6035957  0.3124897  
0.6276341  0.9744285  0.8329182  0.7066615  0.9960774  
0.285854  0.8325908  0.9021466  0.8510762  0.9535484  
0.7576923  0.8504591  0.4456928  0.5782843  0.7821821  
0.810764  0.9615425  0.3299183  0.05159533  0.7621515  
0.4099184  0.2837795  0.1098579  0.5481704  0.2936055  
0.5542082  0.07074258  0.4060751  0.05077117  0.8121315  
0.9673653  0.1334206  0.1770001  0.2976945  0.3636968  
0.07995241  0.600408  0.65955  0.8298771  0.1567141  
0.4804265  0.5093123  0.4211843  0.04265712  0.9701622  
0.7864473  0.003304541  0.2886101  0.542336  0.176452  
0.0786775  0.8820484  0.1642457  0.2713721  0.3843039  
0.03673279  0.4130309  0.524215  0.3816321  0.2692938  
0.9121952  0.4774029  0.2751771  0.8355179  0.1718001  
0.2273004  0.6578361  0.1040244  0.6758081  0.7254053  
0.1497625  0.09519438  0.07926287  0.9022377  0.06380247  
0.4855726  0.2398792  0.8646178  0.1285647  0.4183216  
0.2896695  0.8494066  0.2491262  0.1922977  0.282884  
0.2881263  0.9757386  0.2229782  0.2251334  0.08223923  
0.07782227  0.754124  0.3852394  0.4484275  0.4719307  
0.1819497  0.7698165  0.2825819  0.1582198  0.333278  
0.8016788  0.04379311  0.3285423  0.2061456  0.2768498  
0.6912734  0.8537424  0.3773035  0.1648912  0.8367323  
0.2617936  0.869332  0.2732529  0.727181  0.7027787  
0.9921433  0.3614476  0.1369918  0.7084244  0.4639624  
0.9306845  0.5746553  0.7626047  0.82028  0.5621768  
0.229959  0.8222048  0.4566757  0.9961111  0.2304664  
0.4610594  0.9843289  0.07439791  0.4284754  0.4202159  
0.0006052684  0.1335557  0.7899141  0.7533327  0.8648075  
0.8307324  0.8483795  0.04094399  0.9994554  0.4933187  
0.7120332  0.9157678  0.3440922  0.712465  0.5642638  
0.3093475  0.8198546  0.3868332  0.4724879  0.9785541  
0.4230956  0.6154772  0.1740175  0.1654151  0.2408116  
0.5343999  0.4396965  0.6131992  0.2923314  0.8316717  
0.845544  0.5654853  0.06611049  0.0456392  0.963312  
0.1660437  0.8074608  0.9356561  0.05793207  0.1436269  
0.8568678  0.1405092  0.6433432  0.3427435  0.5070356  
0.7750282  0.1107911  0.9554216  0.6252453  0.3483021  
0.2409493  0.2384044  0.7402761  0.5161239  0.3117724  
