c file generated by rmnkGenerator.R with seed  0 the 02/26/2019 11:24:02 
23  23  
73  73  
99  99  
64  64  
81  81  
62  62  
46  46  
47  47  
35  35  
p tables
0.7163425  0.4504854  
0.6529083  0.9287772  
0.9985704  0.7498217  
0.3190853  0.9747925  
0.7770129  0.3939491  
0.463459  0.1066483  
0.1827679  0.3461621  
0.114584  0.5387943  
0.008601022  0.4057905  
0.2123331  0.3402328  
0.7430378  0.05737268  
0.4810373  0.2126454  
0.1556189  0.1364876  
0.3950997  0.6210763  
0.1617568  0.6348758  
0.1463492  0.9381769  
0.6418785  0.3708835  
0.6145709  0.8285344  
0.5458685  0.3158784  
0.9094263  0.06490054  
0.7392015  0.6680506  
0.8831494  0.3016933  
0.6569283  0.201983  
0.6570437  0.2246305  
0.5051273  0.862034  
0.4822344  0.9420749  
0.6007193  0.8431201  
0.738565  0.3923659  
0.706404  0.09515213  
0.1214837  0.5880664  
0.5051736  0.8672388  
0.6004681  0.7988145  
0.3483923  0.6234357  
0.7537506  0.5879279  
0.289774  0.1994422  
0.06680056  0.6714083  
0.5355485  0.5222483  
0.003500273  0.5270962  
0.1860344  0.4199733  
0.2546792  0.1234289  
0.5957112  0.2766765  
0.13934  0.7781813  
0.09836585  0.5155262  
0.3663899  0.505843  
0.7493282  0.4260981  
0.5552817  0.9193318  
0.02888687  0.5073743  
0.8966171  0.5983954  
0.5987945  0.5593103  
0.1945965  0.1677153  
0.8080387  0.4735031  
0.352248  0.9009393  
0.168034  0.6765688  
0.1839434  0.07324687  
0.7970513  0.5308244  
0.3130101  0.7122246  
0.2285915  0.4701286  
0.8349894  0.7830977  
0.7583624  0.431456  
0.6698461  0.1465618  
0.07282419  0.7671372  
0.6609034  0.6035957  
0.6848988  0.7066615  
0.3812887  0.8510762  
0.667989  0.5782843  
0.0355453  0.05159533  
0.7970665  0.5481704  
0.8640897  0.05077117  
0.7688535  0.2976945  
0.5059793  0.8298771  
0.02881111  0.04265712  
0.4115497  0.542336  
0.8406143  0.2713721  
0.09563784  0.3816321  
0.489876  0.8355179  
0.6858457  0.6758081  
0.3420848  0.9022377  
0.2944675  0.1285647  
0.2001958  0.1922977  
0.8689984  0.2251334  
0.7133274  0.4484275  
0.1766269  0.1582198  
0.6937413  0.2061456  
0.99694  0.1648912  
0.5880601  0.727181  
0.09625448  0.7084244  
0.7047395  0.82028  
0.4695705  0.9961111  
0.588356  0.4284754  
0.5304209  0.7533327  
0.4698782  0.9994554  
0.5174695  0.712465  
0.3525364  0.4724879  
0.8990586  0.1654151  
0.6625308  0.2923314  
0.2595589  0.0456392  
0.3089152  0.05793207  
0.5793121  0.3427435  
0.1246858  0.6252453  
0.8081486  0.5161239  
0.4095864  0.3482647  
0.4039353  0.03443877  
0.002098599  0.7451101  
0.9070224  0.6771061  
0.6670842  0.9470205  
0.8055814  0.03171321  
0.5053692  0.3871236  
0.7102832  0.9599686  
0.6410858  0.5463376  
0.8324999  0.9168595  
0.4193961  0.7170908  
0.02295633  0.5542834  
0.6309133  0.8196983  
0.6333827  0.03586513  
0.7146051  0.3669732  
0.3324891  0.7278305  
0.08913068  0.9100609  
0.3565062  0.7785446  
0.3812046  0.5768047  
0.2189729  0.8729749  
0.4307685  0.5055311  
0.7845786  0.1345135  
0.9222244  0.4899626  
0.2504972  0.4349942  
0.4886359  0.644331  
0.4852837  0.3516667  
0.8016161  0.7431065  
0.6933262  0.9803648  
0.06116212  0.036196  
0.7655106  0.7204158  
0.7059708  0.2349158  
0.1689558  0.2646206  
0.6464698  0.03466938  
0.9144906  0.3977061  
0.8008329  0.6310488  
0.6481552  0.07676579  
0.9588299  0.9737267  
0.5309262  0.2237677  
0.4200338  0.01134019  
0.5250646  0.4545988  
0.8311319  0.99066  
0.09695234  0.9447914  
0.3824462  0.8992775  
0.6006003  0.7849355  
0.4206645  0.6777676  
0.5349094  0.3306681  
0.5444229  0.06580196  
0.8076821  0.01310972  
0.875205  0.1192643  
0.03795709  0.03731267  
0.3351554  0.1615961  
0.928981  0.7668428  
0.7956033  0.1881633  
0.7344874  0.06197036  
0.8121555  0.1654689  
0.04614714  0.04288589  
0.7178371  0.7892315  
0.2737532  0.06657604  
0.7258104  0.4421584  
0.2200329  0.7188601  
0.9493628  0.8852263  
0.5115889  0.9708816  
0.7599329  0.03918472  
0.5876758  0.8223992  
0.6243377  0.2889201  
0.408398  0.428347  
0.420278  0.9261132  
0.4975734  0.2718818  
0.6486225  0.7515459  
0.7081023  0.4627303  
0.3613085  0.3120364  
0.07717016  0.9208275  
0.9867572  0.4111554  
0.4925621  0.4158602  
0.4607191  0.7569041  
0.6134057  0.8199521  
0.2968459  0.1779061  
0.3445704  0.874283  
0.4514848  0.2624322  
0.5252719  0.1876893  
0.9312337  0.009820486  
0.3820421  0.4421617  
0.087105  0.6243645  
0.7480239  0.2396372  
0.7626936  0.8929104  
0.1207687  0.7324212  
0.1096235  0.5397894  
0.5195361  0.9646737  
0.3530117  0.06649305  
0.99163  0.6124232  
0.9088587  0.8011419  
0.7119575  0.1597848  
0.170547  0.3986457  
0.002288323  0.4777282  
0.4505009  0.328158  
0.6073554  0.5277818  
0.9916694  0.4385401  
0.7553549  0.2029124  
0.6370647  0.776834  
0.535268  0.2821363  
0.4906245  0.2655367  
0.2163032  0.6848609  
0.8080351  0.954988  
0.9500077  0.03910005  
0.6821456  0.5784826  
0.6175382  0.654445  
0.8582857  0.5116576  
0.06949685  0.9947705  
0.7904718  0.8956463  
0.01037624  0.2964848  
0.06337882  0.2659109  
0.5456237  0.8196018  
0.8856653  0.8430806  
0.1880761  0.7640194  
0.2800329  0.2726853  
0.9557603  0.7050753  
0.004951103  0.469379  
0.1065019  0.9678374  
0.9679309  0.1963012  
0.8210185  0.5130181  
0.7487673  0.1526676  
0.8771211  0.1629886  
0.2605023  0.5016364  
0.9445128  0.4077149  
0.9328387  0.3089291  
0.2494257  0.9393948  
0.6220865  0.5348617  
0.3187172  0.9063655  
0.4348975  0.1632411  
0.8229798  0.4029872  
0.7455534  0.08016928  
0.08144967  0.9251926  
0.4594391  0.1632076  
0.3358466  0.9297922  
0.941981  0.1607946  
0.6878017  0.462357  
0.4794108  0.002019231  
0.7636122  0.4025059  
0.1660302  0.505882  
0.2703947  0.02748662  
0.3312885  0.3867447  
0.5838782  0.3644319  
0.07012648  0.03291433  
0.5456456  0.8155642  
0.5153699  0.1125926  
0.206867  0.413339  
0.1231832  0.7137142  
0.1531976  0.2996406  
0.03558086  0.7716749  
0.3110813  0.551314  
0.3309783  0.9316607  
0.3635558  0.2537671  
0.3403744  0.1228911  
0.451078  0.640118  
0.5878511  0.4227566  
0.3649658  0.3838892  
0.2603235  0.6902787  
0.03518814  0.6861309  
0.847833  0.5074935  
0.07528557  0.7372123  
0.2519333  0.7747087  
0.9943117  0.7977437  
0.9631366  0.8329182  
0.3428455  0.9021466  
0.01927516  0.4456928  
0.1445253  0.3299183  
0.767627  0.1098579  
0.8821894  0.4060751  
0.5970338  0.1770001  
0.6714302  0.65955  
0.4637352  0.4211843  
0.7886244  0.2886101  
0.4563575  0.1642457  
0.5267343  0.524215  
0.3601456  0.2751771  
0.6796332  0.1040244  
0.4162128  0.07926287  
0.1060018  0.8646178  
0.4615556  0.2491262  
0.4196742  0.2229782  
0.5564588  0.3852394  
0.4355805  0.2825819  
0.2453814  0.3285423  
0.5087769  0.3773035  
0.74395  0.2732529  
0.4573327  0.1369918  
0.5858247  0.7626047  
0.1230886  0.4566757  
0.179809  0.07439791  
0.7847256  0.7899141  
0.4635088  0.04094399  
0.4646815  0.3440922  
0.04886656  0.3868332  
0.9932681  0.1740175  
0.530953  0.6131992  
0.1858855  0.06611049  
0.4216778  0.9356561  
0.1833003  0.6433432  
0.5959975  0.9554216  
0.8731876  0.7402761  
0.06539785  0.04572472  
0.791799  0.741393  
0.8735192  0.6732099  
0.6493322  0.8476254  
0.4840194  0.8588078  
0.2223656  0.676635  
0.8887625  0.7361715  
0.3835947  0.2808001  
0.5831195  0.943425  
0.8602926  0.03886658  
0.4341158  0.03001168  
0.9426495  0.09822723  
0.8788731  0.8185018  
0.7082169  0.1339837  
0.9304747  0.3504433  
0.2283998  0.5329688  
0.1021141  0.3142346  
0.7186389  0.0185464  
0.5843956  0.8785133  
0.7145541  0.4693811  
0.9008814  0.7020901  
0.4617954  0.5019583  
0.2291782  0.2979757  
0.6387699  0.540702  
0.4506606  0.7925954  
0.8265175  0.06596663  
0.754485  0.1235994  
0.8360467  0.9034657  
0.1793151  0.182563  
0.1452213  0.5062087  
0.03329801  0.07664518  
0.1252392  0.7542672  
0.3815499  0.7238097  
0.6103362  0.3934589  
0.6961927  0.9399169  
0.827627  0.3047657  
0.2023146  0.3852034  
0.6387772  0.864647  
0.3365063  0.6767627  
0.2220463  0.8028674  
0.1234076  0.9287031  
0.5262913  0.5963317  
0.8808927  0.7419672  
0.2836527  0.260723  
0.7149744  0.6788408  
0.7348677  0.3785845  
0.3439262  0.8990259  
0.8125171  0.481013  
0.5675252  0.5120068  
0.1032923  0.4985717  
0.4372392  0.02094695  
0.3162515  0.1603988  
0.2147943  0.9752267  
0.5092747  0.7600703  
0.3405867  0.5158239  
0.4151669  0.4370241  
0.967291  0.4355515  
0.3283874  0.6696047  
0.2454231  0.7825103  
0.8681489  0.1632457  
0.7947994  0.4437036  
0.2142562  0.1045129  
0.4795694  0.3339494  
0.03368835  0.6945455  
0.2202445  0.0739639  
0.3177185  0.8460202  
0.6397924  0.8807107  
0.3090174  0.4959074  
0.939586  0.6058908  
0.6032102  0.9102067  
0.1180903  0.2797426  
0.2509095  0.174379  
0.3226732  0.1246283  
0.6589579  0.1647346  
0.04919797  0.238414  
0.3002037  0.645021  
0.0889306  0.1727089  
0.9745282  0.3919012  
0.3645239  0.5613798  
0.4129802  0.09875934  
0.675585  0.9220654  
0.7387915  0.9045341  
0.03202605  0.03553924  
0.2114233  0.3141683  
0.7995622  0.3544954  
0.6300636  0.5671355  
0.7673303  0.1204012  
0.5480105  0.3533853  
0.1179167  0.7832239  
0.4979398  0.839199  
0.9084513  0.5906761  
0.8454623  0.6318854  
0.2611165  0.2587409  
0.2901359  0.3288081  
0.332998  0.8773318  
0.4106964  0.5259333  
0.8324884  0.2474717  
0.2217043  0.9489064  
0.1615611  0.2793245  
0.1902118  0.8707484  
0.9695143  0.7194475  
0.6753143  0.6477649  
0.8527893  0.3779988  
0.01721102  0.8122963  
0.5487177  0.05030902  
0.1402349  0.1614383  
0.4932584  0.4036141  
0.9831341  0.5620059  
0.3726541  0.5406423  
0.2335604  0.3868808  
0.1560196  0.3846866  
0.08715549  0.6806357  
0.02731824  0.2537971  
0.4789206  0.01424861  
0.8738679  0.5015378  
0.7641193  0.8059155  
0.08335755  0.8365121  
0.5337648  0.3852485  
0.02900963  0.4756742  
0.7823388  0.9347163  
0.2332772  0.2599145  
0.8254472  0.4479072  
0.05656667  0.6862368  
0.5906684  0.2594045  
0.2208394  0.3213396  
0.6130415  0.7147277  
0.8048014  0.2347147  
0.9001826  0.6757635  
0.2565685  0.1154712  
0.5785446  0.02178623  
0.3803988  0.73228  
0.7429232  0.4471531  
0.6032582  0.3317955  
0.2318617  0.3009207  
0.7247462  0.8394716  
0.6863782  0.1388673  
0.7496888  0.8314302  
0.2922899  0.1493999  
0.7818238  0.4451827  
0.1004197  0.4149973  
0.05513466  0.7169209  
0.4012815  0.03782944  
0.3438126  0.398824  
0.921406  0.4449026  
0.2446322  0.7114702  
0.6345794  0.8691424  
0.7124369  0.1630137  
0.05562114  0.6281303  
0.168173  0.6728608  
0.2384221  0.8817389  
0.7649144  0.4646932  
0.3571026  0.8743088  
0.1995028  0.5345898  
0.4893917  0.383995  
0.7138575  0.695791  
0.3697273  0.6115318  
0.34341  0.6497122  
0.2644519  0.8425045  
0.7106102  0.3874522  
0.1036172  0.4061966  
0.4902434  0.419304  
0.2014847  0.858246  
0.06832664  0.9744285  
0.8432102  0.8325908  
0.2113869  0.8504591  
0.6675826  0.9615425  
0.3332526  0.2837795  
0.09027256  0.07074258  
0.6375395  0.1334206  
0.08499731  0.600408  
0.9421876  0.5093123  
0.02967408  0.003304541  
0.5476293  0.8820484  
0.8756941  0.4130309  
0.4875634  0.4774029  
0.4052328  0.6578361  
0.2213824  0.09519438  
0.1244553  0.2398792  
0.5998318  0.8494066  
0.840434  0.9757386  
0.727589  0.754124  
0.2675345  0.7698165  
0.8176132  0.04379311  
0.5793114  0.8537424  
0.4562432  0.869332  
0.2759919  0.3614476  
0.04327867  0.5746553  
0.6302431  0.8222048  
0.8284604  0.9843289  
0.4686341  0.1335557  
0.0429082  0.8483795  
0.271306  0.9157678  
0.8242659  0.8198546  
0.205577  0.6154772  
0.7522428  0.4396965  
0.826206  0.5654853  
0.5835772  0.8074608  
0.9403876  0.1405092  
0.7458229  0.1107911  
0.2461185  0.2384044  
0.22003  0.07721865  
0.4784301  0.04752457  
0.8469486  0.916089  
0.02512449  0.1788714  
0.1053153  0.3069585  
0.6732014  0.1282439  
0.9888843  0.695945  
0.2884475  0.7012464  
0.7108208  0.882632  
0.8524374  0.3220276  
0.8251869  0.8927099  
0.6398994  0.5544931  
0.9462844  0.09686129  
0.4581843  0.875218  
0.1854517  0.934917  
0.8223014  0.7887634  
0.7625936  0.3334026  
0.220978  0.08936092  
0.1892212  0.5149337  
0.4895945  0.08919613  
0.9214786  0.03483853  
0.6705695  0.7592941  
0.3978391  0.3824625  
0.9341398  0.3449867  
0.3560165  0.2600091  
0.415698  0.9058467  
0.006100658  0.05648682  
0.4343159  0.3283419  
0.3888617  0.7143653  
0.5468512  0.6142165  
0.2524659  0.2690977  
0.214767  0.4752783  
0.7760772  0.4236321  
0.5710718  0.9538274  
0.01673337  0.5408494  
0.54582  0.2562869  
0.5441728  0.8823024  
0.825584  0.1016209  
0.0532631  0.7047338  
0.8459729  0.8908106  
0.8668256  0.1218665  
0.5995799  0.6271103  
0.003857822  0.8291641  
0.8061353  0.8680955  
0.04523571  0.9362418  
0.4991454  0.9724476  
0.715539  0.579329  
0.5586682  0.1984445  
0.5350877  0.2245646  
0.6311934  0.7565051  
0.7784076  0.05786892  
0.7660047  0.6915448  
0.9411029  0.1240619  
0.1734559  0.1774306  
0.5327292  0.6337886  
0.8142954  0.2777201  
0.6935888  0.2037111  
0.1922888  0.2534315  
0.4271932  0.9216768  
0.659866  0.08510921  
0.1364766  0.5433435  
0.5470271  0.3203135  
0.4694839  0.9984705  
0.04384002  0.4372965  
0.9769825  0.9655767  
0.7018194  0.8061353  
0.5192386  0.05862245  
0.6281209  0.6968828  
0.01566219  0.7568543  
0.4191321  0.5101405  
0.05580643  0.02548197  
0.7813771  0.9876274  
0.244062  0.4255413  
0.8062609  0.08056949  
0.1485441  0.8940501  
0.6866297  0.4024238  
0.4731509  0.5969884  
0.1811728  0.2180713  
0.6955681  0.03665578  
0.4586709  0.4334789  
0.04331316  0.7736676  
0.3707517  0.493209  
0.07175752  0.511001  
0.3015078  0.5878999  
0.7812459  0.6549177  
0.6653738  0.3968464  
0.4063519  0.3808773  
0.04819093  0.2316049  
0.4198538  0.08350816  
0.3551973  0.07469529  
0.1226828  0.2158429  
0.5816556  0.2288976  
0.7568909  0.3479059  
0.07973475  0.1120391  
0.37865  0.1866241  
0.7953146  0.9329688  
0.7751534  0.6449937  
0.2781566  0.6029946  
0.4310372  0.4902094  
0.4944657  0.1793908  
0.7001161  0.2769641  
0.9558066  0.3553214  
0.3784353  0.5350316  
0.924369  0.486149  
0.340916  0.9645701  
0.6820788  0.3668394  
0.6924919  0.2269397  
0.3639216  0.05059238  
0.6234142  0.158368  
0.6138958  0.9952811  
0.1550719  0.6191308  
0.8163561  0.8182583  
0.2985924  0.5823269  
0.5859781  0.570644  
0.5723048  0.4341709  
0.3267818  0.7112717  
0.9834067  0.9256775  
0.1184301  0.8163007  
0.3958696  0.4121433  
0.8783455  0.5422847  
0.9746371  0.07363796  
0.3613389  0.8725549  
0.4120199  0.9651476  
0.5286385  0.06538929  
0.4928721  0.4927848  
0.8601235  0.1893787  
0.08942693  0.1155603  
0.9220235  0.8574109  
0.5272102  0.8783417  
0.2316934  0.9788196  
0.837833  0.6915233  
0.9628604  0.03417065  
0.2200549  0.6876362  
0.5751078  0.2438758  
0.7382942  0.4211061  
0.4932788  0.5955921  
0.4490191  0.5280435  
0.06341894  0.7864448  
0.6589398  0.256112  
0.9599514  0.2490555  
0.148339  0.5729221  
0.1560981  0.809949  
0.5441623  0.3474438  
0.2746788  0.2517642  
0.3482144  0.1562157  
0.2651718  0.2263773  
0.9345892  0.3883765  
0.6811733  0.1218471  
0.8817116  0.7552879  
0.5213367  0.01986536  
0.7517406  0.4387361  
0.7562947  0.07424379  
0.2252031  0.8880363  
0.5394375  0.3046156  
0.8515313  0.8704538  
0.9511143  0.337373  
0.1590929  0.415765  
0.416089  0.1537076  
0.07166046  0.001026819  
0.296753  0.9501329  
0.3806531  0.07909076  
0.1129963  0.9948433  
0.6308288  0.6276341  
0.6112411  0.285854  
0.418843  0.7576923  
0.6067562  0.810764  
0.8149245  0.4099184  
0.7769161  0.5542082  
0.5671045  0.9673653  
0.7023481  0.07995241  
0.8062937  0.4804265  
0.4817837  0.7864473  
0.103123  0.0786775  
0.5512772  0.03673279  
0.16902  0.9121952  
0.42677  0.2273004  
0.5401464  0.1497625  
0.7450696  0.4855726  
0.1353057  0.2896695  
0.6661969  0.2881263  
0.5984371  0.07782227  
0.4050111  0.1819497  
0.5616149  0.8016788  
0.771733  0.6912734  
0.2823038  0.2617936  
0.4134785  0.9921433  
0.000419858  0.9306845  
0.0009371398  0.229959  
0.8031163  0.4610594  
0.7231314  0.0006052684  
0.8504765  0.8307324  
0.9818087  0.7120332  
0.4367799  0.3093475  
0.8100411  0.4230956  
0.7552683  0.5343999  
0.5510654  0.845544  
0.189719  0.1660437  
0.5658182  0.8568678  
0.0548057  0.7750282  
0.1399005  0.2409493  
0.6550651  0.387113  
0.1136936  0.9671971  
0.07770333  0.4377153  
0.6574439  0.08229441  
0.5290262  0.0703615  
0.1783796  0.4722883  
0.5928363  0.5945408  
0.2445694  0.5988687  
0.8994898  0.3957266  
0.3093855  0.02411139  
0.8433378  0.3263999  
0.1179085  0.822898  
0.2370592  0.01017122  
0.813987  0.7303704  
0.8351833  0.07035663  
0.5088382  0.4133059  
0.7871485  0.08024637  
0.5675301  0.794071  
0.3508672  0.2766822  
0.5086275  0.6634761  
0.8938077  0.2118113  
0.2013083  0.1183647  
0.5371954  0.06557821  
0.1727314  0.1238522  
0.08536873  0.3613491  
0.9890875  0.9170427  
0.7232309  0.7155458  
0.9343713  0.2615757  
0.7370392  0.5947591  
0.2442663  0.1584679  
0.3578936  0.2691827  
0.2585199  0.5626653  
0.6355933  0.9963633  
0.4972518  0.5907472  
0.1420687  0.5399289  
0.9868589  0.01065314  
0.9724882  0.8801816  
0.007651022  0.8940521  
0.00503818  0.05226842  
0.6604312  0.4989404  
0.8808203  0.201222  
0.7536162  0.5473042  
0.3571927  0.308183  
0.6198433  0.8473997  
0.1681084  0.5862107  
0.5051649  0.5340993  
0.2607094  0.6509065  
0.4790323  0.03455832  
0.9331698  0.1200874  
0.43406  0.9141257  
0.6837058  0.575576  
0.1256541  0.6580486  
0.8970876  0.07992458  
0.3951344  0.9850814  
0.0396251  0.2947562  
0.1545041  0.6868311  
0.6940397  0.3968411  
0.5377709  0.8220781  
0.8706651  0.1811709  
0.1481669  0.8373998  
0.1755478  0.8420864  
0.8410294  0.2145419  
0.8453717  0.04865535  
0.8145647  0.655788  
0.8065587  0.009437137  
0.2138245  0.7674508  
0.5466193  0.7749521  
0.7203077  0.7848173  
0.7880878  0.3661516  
0.3558789  0.9659125  
0.9098682  0.441116  
0.6058094  0.1656333  
0.4595891  0.3485867  
0.2595704  0.1031767  
0.924044  0.1005779  
0.6872027  0.5809744  
0.02874223  0.5185711  
0.4136155  0.2950233  
0.7148753  0.4134484  
0.4838641  0.4382942  
0.7264849  0.3797047  
0.6325856  0.9615772  
0.1099541  0.2765765  
0.2086873  0.754724  
0.2230667  0.3668981  
0.7151365  0.1442291  
0.3359966  0.1738209  
0.3695813  0.5623431  
0.4642723  0.2837297  
0.2657689  0.5628502  
0.04431328  0.6333318  
0.5137657  0.7689412  
0.5835117  0.1527221  
0.008119927  0.9136158  
0.8564629  0.02773473  
0.9125776  0.02718771  
0.6908275  0.8719625  
0.04886679  0.8927384  
0.9085956  0.1235331  
0.8333895  0.6902722  
0.229454  0.09144519  
0.2429426  0.9443782  
0.1269642  0.5247019  
0.1355069  0.4419821  
0.2055364  0.3655225  
0.1747364  0.1061674  
0.3369689  0.8004792  
0.2343828  0.4991498  
0.3105142  0.6885982  
