c file generated by rmnkGenerator.R with seed  0 the 02/25/2019 11:56:28 
0.6185397  0.7284383  
0.8211049  0.4449746  
0.8208565  0.9946698  
0.8772827  0.7749975  
0.4572201  0.6021944  
0.5087634  0.4305863  
0.5847404  0.8183239  
0.3158393  0.1220113  
0.3925869  0.6800809  
0.4798365  0.7594167  
0.7903178  0.5840769  
0.3347072  0.04697481  
0.8856919  0.9339346  
0.9375033  0.4078221  
0.9797143  0.9953075  
0.02090994  0.0712095  
0.1995527  0.4014169  
0.0721832  0.04297251  
0.1408665  0.6165152  
0.6342352  0.5915714  
0.9739943  0.887198  
0.3957593  0.2886829  
0.2627425  0.0563648  
0.5778045  0.2218841  
0.6909258  0.7429008  
0.5600136  0.5737989  
0.9228107  0.8458305  
0.4228395  0.3597103  
0.07097025  0.05642743  
0.8405698  0.7782478  
0.04483484  0.3573942  
0.7866332  0.6362385  
0.5856159  0.7688921  
0.6809235  0.5848478  
0.9770681  0.8844767  
0.564528  0.2930701  
0.1008665  0.1233249  
0.6079569  0.4378657  
0.3918657  0.4382585  
0.6772978  0.7631856  
0.8920901  0.9633706  
0.09857779  0.01964836  
0.2384648  0.6235914  
0.7840524  0.2560514  
0.89127  0.4149919  
0.1416333  0.4136452  
0.4580806  0.7964406  
0.78494  0.4672258  
0.4213809  0.5696314  
0.6502384  0.2687699  
0.7762356  0.9749015  
0.7261017  0.7414104  
0.9690853  0.9605979  
0.4522812  0.3524839  
0.2470845  0.05235729  
0.2469901  0.4803677  
0.5362689  0.5356316  
0.3423802  0.4857422  
0.4700289  0.2457564  
0.09692837  0.05226557  
0.203924  0.2579635  
0.3611236  0.04688584  
0.7402814  0.4709315  
0.710932  0.532988  
0.8877519  0.9493154  
0.52132  0.2533309  
0.9015773  0.6796567  
0.2746225  0.3862329  
0.132389  0.04533634  
0.509461  0.7827349  
0.5627808  0.1312066  
0.2647788  0.1793813  
0.3458142  0.1573536  
0.8862727  0.7915662  
0.8825417  0.9578147  
0.748285  0.8844454  
0.5144454  0.2937823  
0.3060927  0.0274396  
0.6901196  0.4666204  
0.701788  0.937436  
0.7833237  0.7788138  
0.7334621  0.4838354  
0.5802747  0.5828405  
0.13758  0.3184879  
0.3881122  0.865766  
0.4395848  0.6007975  
0.6684721  0.3783764  
0.1482266  0.7485208  
0.1343565  0.1492331  
0.1391915  0.4942664  
0.5869968  0.8848652  
0.7890173  0.2324251  
0.2729376  0.73601  
0.4477889  0.4152779  
0.9466255  0.837015  
0.4956216  0.5180373  
0.5793661  0.6031384  
0.5511556  0.5587966  
0.2013647  0.1715447  
0.2652769  0.6928695  
0.7892702  0.9430298  
0.6169516  0.7093219  
0.1299854  0.05889769  
0.3457259  0.7054697  
0.6021098  0.781908  
0.5348741  0.4104447  
0.8184549  0.7056833  
0.4725768  0.4008473  
0.17973  0.1511265  
0.7015632  0.7946734  
0.4634855  0.7184913  
0.6623843  0.7218677  
0.9448123  0.6302584  
0.5189185  0.6249593  
0.02697012  0.1373655  
0.7269861  0.3521806  
0.2099768  0.01295425  
0.2145583  0.4233624  
0.8481007  0.7699894  
0.03689479  0.08069886  
0.5744996  0.5036569  
0.1113612  0.5364446  
0.2320129  0.5691172  
0.7445907  0.8751963  
0.5424514  0.7698509  
0.7991137  0.9406237  
0.06979252  0.2668251  
0.3237863  0.1242622  
0.0969362  0.4602819  
0.6601164  0.2568813  
0.4524022  0.04121951  
0.245103  0.2034944  
0.1268336  0.2532419  
0.6585334  0.7615505  
0.6128657  0.7673315  
0.7904861  0.8132689  
0.996436  0.9874862  
0.4117511  0.4558213  
0.4812248  0.9059779  
0.9991209  0.9982736  
0.6297082  0.7604315  
0.4008816  0.5490174  
0.08638744  0.3304905  
0.4615847  0.1797384  
0.07713425  0.04414672  
0.05860565  0.08899631  
0.4137598  0.2971752  
0.5895062  0.6425753  
0.5524535  0.4772919  
0.4998775  0.2350347  
0.141034  0.01085894  
0.618359  0.8212825  
0.6498509  0.6796585  
0.8871254  0.9628018  
0.1971657  0.004831466  
0.252648  0.5535779  
0.9322108  0.9600116  
0.609868  0.4747777  
0.8599456  0.9312142  
0.66522  0.7380216  
0.4557237  0.6421178  
0.7414053  0.8522944  
0.0417414  0.05413273  
0.3561483  0.3970413  
0.7851735  0.6306594  
0.8578527  0.9213694  
0.8190775  0.6949392  
0.376563  0.7496811  
0.8453037  0.8636641  
0.2977535  0.7110872  
0.1860913  0.1239022  
0.5211643  0.4602907  
0.3195287  0.5658178  
0.4665181  0.7792707  
0.529494  0.2177979  
0.6136606  0.821481  
0.9327259  0.9899154  
0.0669715  0.03359628  
0.60868  0.7899918  
0.3355309  0.1802156  
0.3507346  0.216966  
0.05304111  0.04011901  
0.5089263  0.3075419  
0.4031728  0.8065367  
0.0958444  0.09030336  
0.9747775  0.9490838  
0.4653776  0.09333629  
0.0163477  0.01845836  
0.5743227  0.3450489  
0.9902443  0.9784268  
0.9467107  0.9105516  
0.9653338  0.7091184  
0.7118396  0.8167813  
0.6372803  0.692827  
0.2887324  0.3995028  
0.1416913  0.042611  
0.08774919  0.002852336  
0.03427473  0.3584299  
0.01463253  0.1306145  
0.2296571  0.1377242  
0.8889851  0.5512081  
0.2276509  0.1860135  
0.0799513  0.07419022  
0.4538888  0.04593084  
0.0692891  0.04432744  
0.7636077  0.7797583  
0.02149712  0.2239293  
0.6123827  0.2893998  
0.3566327  0.9252344  
0.7391856  0.9435788  
0.9625389  0.9580423  
0.0684433  0.03801928  
0.7606715  0.8424761  
0.1606217  0.4843072  
0.2401313  0.6447798  
0.8988103  0.9203236  
0.395401  0.1949709  
0.5858491  0.8512833  
0.3162324  0.6197795  
0.4095901  0.2484066  
0.9560944  0.8177547  
0.4375882  0.3978021  
0.3718024  0.473425  
0.7684502  0.7111034  
0.8930525  0.67468  
0.2965671  0.1196619  
0.7750969  0.9145591  
0.1990565  0.3694772  
0.172045  0.2430792  
0.02790648  0.007960474  
0.4707069  0.4222675  
0.7639522  0.4475906  
0.1606773  0.3747732  
0.9660978  0.6827362  
0.7480071  0.6847018  
0.5732554  0.5001789  
0.9723575  0.9240679  
0.01021284  0.3207825  
0.2850351  0.8637294  
0.8360389  0.7219875  
0.1380696  0.2250346  
0.3588816  0.4544241  
0.4130558  0.5462499  
0.2754244  0.4097883  
0.6246719  0.4251908  
0.7493336  0.1687806  
0.2738823  0.1738173  
0.6749279  0.8308555  
0.3763555  0.2256711  
0.2412798  0.3233162  
0.7708625  0.559699  
0.931708  0.9507981  
0.03506039  0.07320113  
0.5624283  0.5830811  
0.7763407  0.490578  
0.3402094  0.6794085  
0.9917932  0.9904739  
0.9503577  0.7520893  
0.4067094  0.2252863  
0.2697635  0.2928785  
0.877748  0.7017793  
0.947937  0.5952734  
0.8542883  0.6094235  
0.3025026  0.2731572  
0.6824938  0.6999178  
0.2664742  0.6847939  
0.9758087  0.9270048  
0.3258634  0.1286602  
0.6167919  0.4064873  
0.09465744  0.2786728  
0.2820591  0.1068721  
0.523868  0.4791595  
0.1600254  0.7128812  
0.5102716  0.1710126  
0.9603263  0.8680191  
0.6019438  0.4616597  
0.9666195  0.7291436  
0.1641292  0.2003017  
0.7125368  0.1548289  
0.1257951  0.07284269  
0.9525861  0.8412137  
0.2632214  0.118013  
0.8281684  0.9628506  
0.1199579  0.2541604  
0.2275754  0.7162562  
0.001158269  0.01126826  
0.3891864  0.4301495  
0.6012168  0.4093657  
0.03156767  0.04477641  
0.355564  0.4352724  
0.4172426  0.3323789  
0.126816  0.01169152  
0.7125817  0.8652271  
0.2082988  0.07563826  
0.6082785  0.2480725  
0.6950133  0.703833  
0.3708874  0.2597532  
0.6302379  0.8524074  
0.6097172  0.4842126  
0.831061  0.9640184  
0.2348719  0.3067691  
0.1249127  0.1586849  
0.6618565  0.5976466  
0.2644905  0.6058502  
0.459413  0.3280753  
0.7609336  0.5835358  
0.6444663  0.7012859  
0.4767394  0.5371061  
0.4348129  0.9099338  
0.7643787  0.7509551  
0.6807869  0.8587476  
0.8189483  0.8100703  
0.7327831  0.9621549  
0.3669938  0.5345855  
0.2571822  0.4350609  
0.1066282  0.151634  
0.5493545  0.2862434  
0.2645326  0.1382975  
0.5679415  0.7226956  
0.5812344  0.2831392  
0.1637162  0.4786131  
0.3376119  0.08201476  
0.6921977  0.3484349  
0.4511785  0.1625676  
0.1148509  0.1288892  
0.04288432  0.1854973  
0.94612  0.66725  
0.3174751  0.2176562  
0.2315367  0.2487325  
0.6279353  0.1929739  
0.3315303  0.2643108  
0.3681019  0.3135818  
0.2480931  0.5403522  
0.2090254  0.3792172  
0.3013041  0.06598647  
0.8624058  0.5921706  
0.5717868  0.3510267  
0.2938907  0.0164521  
0.8824065  0.6204313  
0.0277891  0.09517888  
0.4136266  0.2996505  
0.2911655  0.5068229  
0.1211561  0.284472  
0.7095896  0.4923608  
0.1110098  0.05840822  
0.755188  0.9831772  
0.6813946  0.5828515  
0.9322207  0.9512651  
0.5658995  0.8479614  
0.06460542  0.05367583  
0.7069726  0.7439277  
0.8113346  0.4795727  
0.5779189  0.9559147  
0.9008612  0.7597257  
0.8073792  0.4924014  
0.7880133  0.6445918  
0.1154193  0.5487954  
0.9836549  0.7880234  
0.05992981  0.04333323  
0.1006351  0.01366465  
0.2092741  0.05653261  
0.7974859  0.8031457  
0.1140112  0.1984526  
0.1624867  0.6073895  
0.5891804  0.4712482  
0.2700968  0.3881684  
0.1867833  0.001473871  
0.848002  0.8719367  
0.2446587  0.7085109  
0.6181385  0.7524614  
0.5156836  0.4879429  
0.3322983  0.291529  
0.6234445  0.4501974  
0.717831  0.8250044  
0.05922652  0.1093056  
0.05140074  0.3040488  
0.9774404  0.6584334  
0.1984123  0.2030397  
0.5939821  0.417239  
0.1115342  0.07669901  
0.7723209  0.7013506  
0.7952829  0.6087776  
0.359082  0.4443416  
0.9563435  0.8789794  
0.546109  0.1440671  
0.2486732  0.5548392  
0.8684223  0.8217253  
0.6915661  0.6366787  
0.7898688  0.7801168  
0.9635003  0.8222515  
0.4975662  0.6765131  
0.6838263  0.7657523  
0.4683553  0.1338093  
0.6277955  0.703539  
0.4246325  0.3509042  
0.8085914  0.9321113  
0.5184872  0.4464724  
0.4697735  0.5523558  
0.3056347  0.6920355  
0.005188155  0.1137242  
0.3034288  0.0925699  
0.9687622  0.9621377  
0.8788626  0.5556114  
0.4431592  0.5856934  
0.3966406  0.4873648  
0.5255176  0.3576811  
0.7790915  0.5175447  
0.4342386  0.9465408  
0.1835205  0.1798051  
0.4039182  0.4923667  
0.1998213  0.06870265  
0.1673065  0.567448  
0.5050293  0.8238498  
0.08309545  0.0974041  
0.8184723  0.8363485  
0.7795865  0.9211731  
0.5339529  0.4584977  
0.6196709  0.5765735  
0.9741923  0.7055403  
0.2376888  0.3565692  
0.02702848  0.5754049  
0.117476  0.1717671  
0.3305136  0.0855804  
0.1645062  0.366131  
0.5477429  0.7153827  
0.155775  0.2307674  
0.3861937  0.4132709  
0.4677783  0.6432204  
0.1542818  0.08540809  
0.9724416  0.7616404  
0.8407134  0.9230604  
0.03844364  0.05756895  
0.1960047  0.4836543  
0.544979  0.2105446  
0.7681184  0.3374786  
0.3209688  0.04377144  
0.2596462  0.4790086  
0.6282267  0.8694821  
0.8842085  0.7390153  
0.6043734  0.5636272  
0.8013471  0.4120517  
0.1770877  0.3925127  
0.5796219  0.1533498  
0.8467192  0.8708082  
0.4179606  0.6284121  
0.2704615  0.2568236  
0.9264048  0.9428145  
0.3815803  0.2169983  
0.9025587  0.787408  
0.6945646  0.715021  
0.6445917  0.6300766  
0.4247502  0.3497352  
0.5916432  0.9208296  
0.08361596  0.0483405  
0.05803908  0.3973077  
0.5743576  0.2612135  
0.428007  0.6810433  
0.4575083  0.616313  
0.601943  0.2144636  
0.2019521  0.6146233  
0.8166143  0.4869913  
0.4100206  0.1585923  
0.03462119  0.01248571  
0.6581416  0.3444847  
0.8248782  0.7469377  
0.8699565  0.7549444  
0.4067944  0.3802759  
0.5315975  0.4237372  
0.9898444  0.6847013  
0.3305148  0.2253971  
0.5068068  0.397544  
0.7458579  0.5938916  
0.4702156  0.1311926  
0.4239355  0.2521121  
0.4678352  0.8711419  
0.280906  0.2235389  
0.7409885  0.578611  
0.1471444  0.1208057  
0.1969534  0.0019443  
0.8484902  0.5471029  
0.3627778  0.5417581  
0.3055039  0.383107  
0.3776694  0.2561747  
0.8193496  0.822721  
0.03318598  0.4304046  
0.9580892  0.5197808  
0.1064253  0.248416  
0.3615902  0.5393497  
0.3321196  0.5144469  
0.5750942  0.8088647  
0.05586834  0.04444715  
0.272403  0.5519052  
0.3826522  0.5166683  
0.56321  0.8090108  
0.9326838  0.7202501  
0.1380538  0.2324575  
0.4310864  0.7821141  
0.6460833  0.6754593  
0.9301558  0.7631416  
0.2995252  0.6411606  
0.9603251  0.6446339  
0.7042408  0.3535416  
0.506912  0.2863906  
0.7278807  0.63417  
0.3556079  0.8146581  
0.8884524  0.3065008  
0.8245182  0.8235926  
0.4252918  0.3663597  
0.3144492  0.5173469  
0.3812756  0.4700004  
0.9473406  0.6434342  
0.9768036  0.9475973  
0.8482516  0.7758147  
0.6307702  0.9441087  
0.9005271  0.9768745  
0.1270701  0.5323204  
0.04479611  0.152251  
0.2035829  0.1096153  
0.4410337  0.7322885  
0.3452789  0.670522  
0.004800673  0.007290064  
0.7226149  0.9458268  
0.3994608  0.4394139  
0.2618964  0.7028092  
0.6660191  0.6271832  
0.1214547  0.1040911  
0.174161  0.3550865  
0.7976353  0.8604978  
0.9924663  0.8896558  
0.8232507  0.635379  
0.8657537  0.6031062  
0.04183591  0.07555896  
0.9188313  0.7099409  
0.8567203  0.845095  
0.2409603  0.5184131  
0.8497745  0.2461463  
0.8178895  0.7894216  
0.9540576  0.98937  
0.2547708  0.08124375  
0.7584211  0.8861698  
0.8441583  0.9382345  
0.8327429  0.7673202  
0.624309  0.5898876  
0.4109729  0.4776219  
0.7175951  0.3935131  
0.6545438  0.8872102  
0.07030161  0.3001359  
0.07487721  0.2048174  
0.1964187  0.3213963  
0.13828  0.06049899  
0.004516076  0.3147614  
0.7621419  0.9672964  
0.2011042  0.1931247  
0.4389034  0.2173861  
0.1116917  0.1880688  
0.7294977  0.6326405  
0.7379915  0.6335153  
0.850572  0.8775627  
0.3725453  0.2977036  
0.8341108  0.9080954  
0.4410871  0.6561982  
0.1769512  0.06928355  
0.7176473  0.9403421  
0.8932828  0.9406419  
0.5701032  0.9048505  
0.6250603  0.1320897  
0.04812449  0.2037322  
0.5176508  0.5100205  
0.1007895  0.111896  
0.04318244  0.04984174  
0.6979662  0.7840627  
0.6196457  0.1952744  
0.3616269  0.3501123  
0.2650339  0.2863292  
0.8190873  0.9364795  
0.09035245  0.05498822  
0.333607  0.3469158  
0.726708  0.6722842  
0.5725515  0.6387384  
0.4624911  0.1476834  
0.709779  0.2521825  
0.5391336  0.3245003  
0.9858239  0.8228923  
0.3241833  0.7408921  
0.115045  0.4947107  
0.9822657  0.5381252  
0.1163293  0.1221886  
0.5368873  0.8171133  
0.9566953  0.714697  
0.1597586  0.1220983  
0.6584764  0.5763011  
0.7824432  0.8368147  
0.8302337  0.8676763  
0.8881029  0.946012  
0.8467322  0.9943221  
0.4142672  0.7215669  
0.2783465  0.1630371  
0.1645656  0.3348418  
0.5950814  0.8525349  
0.03672281  0.130399  
0.6917129  0.6650201  
0.3814906  0.03299783  
0.0515413  0.4664192  
0.5340172  0.7082105  
0.1127113  0.54763  
0.1014123  0.3968456  
0.2301064  0.3115821  
0.8215919  0.9557313  
0.06172384  0.1584423  
0.4307645  0.6465948  
0.2200469  0.4629639  
0.9848433  0.9995532  
0.6207431  0.2742928  
0.9922595  0.829046  
0.8319889  0.7384026  
0.04904817  0.1059409  
0.7416094  0.6205044  
0.7739113  0.7048078  
0.4696959  0.5490014  
0.06209209  0.01880241  
0.9880543  0.9713944  
0.4494469  0.4126197  
0.1845018  0.04474206  
0.6616966  0.9710242  
0.6692838  0.1851896  
0.4543082  0.7155922  
0.4942899  0.07655495  
0.1212603  0.01578805  
0.2751449  0.6129095  
0.7394276  0.7733595  
0.3872147  0.6006547  
0.4309649  0.5890185  
0.5295168  0.6321576  
0.6911483  0.5946573  
0.3566851  0.4533308  
0.6525929  0.1700147  
0.4527936  0.1073629  
0.1975401  0.04362507  
0.0786128  0.1043897  
0.2149015  0.2522345  
0.2447902  0.2467301  
0.421862  0.2989789  
0.06013879  0.2422324  
0.2184598  0.1914724  
0.943729  0.8828535  
0.5146049  0.7429242  
0.8227435  0.3292261  
0.4650943  0.516802  
0.1834925  0.2123456  
