49  49  49  49  
40  40  40  40  
80  80  80  80  
50  50  50  50  
60  60  60  60  
65  65  65  65  
51  51  51  51  
34  34  34  34  
26  26  26  26  
52  52  52  52  
99  99  99  99  
63  63  63  63  
53  53  53  53  
21  21  21  21  
12  12  12  12  
54  54  54  54  
47  47  47  47  
91  91  91  91  
55  55  55  55  
60  60  60  60  
96  96  96  96  
56  56  56  56  
73  73  73  73  
34  34  34  34  
57  57  57  57  
42  42  42  42  
14  14  14  14  
58  58  58  58  
1  1  1  1  
71  71  71  71  
59  59  59  59  
10  10  10  10  
43  43  43  43  
60  60  60  60  
64  64  64  64  
98  98  98  98  
61  61  61  61  
49  49  49  49  
47  47  47  47  
62  62  62  62  
17  17  17  17  
74  74  74  74  
63  63  63  63  
44  44  44  44  
50  50  50  50  
64  64  64  64  
20  20  20  20  
22  22  22  22  
65  65  65  65  
58  58  58  58  
56  56  56  56  
66  66  66  66  
7  7  7  7  
3  3  3  3  
67  67  67  67  
63  63  63  63  
92  92  92  92  
68  68  68  68  
59  59  59  59  
54  54  54  54  
69  69  69  69  
52  52  52  52  
97  97  97  97  
70  70  70  70  
50  50  50  50  
66  66  66  66  
71  71  71  71  
59  59  59  59  
23  23  23  23  
72  72  72  72  
25  25  25  25  
71  71  71  71  
73  73  73  73  
44  44  44  44  
17  17  17  17  
74  74  74  74  
73  73  73  73  
10  10  10  10  
75  75  75  75  
86  86  86  86  
60  60  60  60  
76  76  76  76  
55  55  55  55  
32  32  32  32  
77  77  77  77  
44  44  44  44  
49  49  49  49  
78  78  78  78  
17  17  17  17  
51  51  51  51  
79  79  79  79  
7  7  7  7  
27  27  27  27  
80  80  80  80  
21  21  21  21  
27  27  27  27  
81  81  81  81  
89  89  89  89  
43  43  43  43  
82  82  82  82  
77  77  77  77  
87  87  87  87  
83  83  83  83  
40  40  40  40  
6  6  6  6  
84  84  84  84  
33  33  33  33  
70  70  70  70  
85  85  85  85  
33  33  33  33  
61  61  61  61  
86  86  86  86  
83  83  83  83  
99  99  99  99  
87  87  87  87  
38  38  38  38  
37  37  37  37  
88  88  88  88  
89  89  89  89  
63  63  63  63  
89  89  89  89  
73  73  73  73  
59  59  59  59  
90  90  90  90  
89  89  89  89  
28  28  28  28  
91  91  91  91  
18  18  18  18  
86  86  86  86  
92  92  92  92  
49  49  49  49  
85  85  85  85  
93  93  93  93  
18  18  18  18  
74  74  74  74  
94  94  94  94  
71  71  71  71  
92  92  92  92  
95  95  95  95  
54  54  54  54  
69  69  69  69  
96  96  96  96  
38  38  38  38  
9  9  9  9  
97  97  97  97  
91  91  91  91  
27  27  27  27  
98  98  98  98  
58  58  58  58  
10  10  10  10  
99  99  99  99  
83  83  83  83  
31  31  31  31  
p tables
0.2972971  0.7924306  0.2769641  0.7828513  
0.3557036  0.07124022  0.3553214  0.2186453  
0.8791804  0.6697651  0.5350316  0.2689506  
0.3211205  0.7498939  0.486149  0.5185761  
0.3812704  0.2739097  0.9645701  0.1291569  
0.9179435  0.9764042  0.3668394  0.7179353  
0.3264848  0.5694241  0.2269397  0.1001408  
0.1985937  0.9614593  0.05059238  0.9479664  
0.4869337  0.378671  0.158368  0.3082923  
0.5603143  0.6710257  0.9952811  0.9533555  
0.9213623  0.2019689  0.6191308  0.3399792  
0.03439618  0.9568853  0.8182583  0.1654539  
0.5239617  0.4069393  0.5823269  0.5101252  
0.8807844  0.8806286  0.570644  0.5109597  
0.375988  0.6271942  0.4341709  0.04646088  
0.7768507  0.5255978  0.7112717  0.8540015  
0.3147836  0.9406498  0.9256775  0.1314423  
0.7757725  0.6347123  0.8163007  0.6314202  
0.2060841  0.1073245  0.4121433  0.6896279  
0.9627907  0.1462227  0.5422847  0.5549006  
0.6353464  0.3334412  0.07363796  0.4527201  
0.6650375  0.9711491  0.8725549  0.5783539  
0.09531515  0.03010992  0.9651476  0.1426041  
0.4570432  0.4714438  0.06538929  0.2109258  
0.8934552  0.9872202  0.4927848  0.13269  
0.6728917  0.6618748  0.1893787  0.9429571  
0.3498074  0.880997  0.1155603  0.9329098  
0.5226093  0.9549137  0.8574109  0.6035881  
0.7208864  0.8285548  0.8783417  0.1088063  
0.3268443  0.7254219  0.9788196  0.4985145  
0.2170441  0.06243016  0.6915233  0.9346914  
0.9448205  0.02825208  0.03417065  0.3171447  
0.04918383  0.1281494  0.6876362  0.7875405  
0.1981021  0.5133422  0.2438758  0.1650276  
0.4484205  0.445709  0.4211061  0.7547056  
0.3241977  0.8997295  0.5955921  0.1695768  
0.4685242  0.556854  0.5280435  0.1090293  
0.8623888  0.2020942  0.7864448  0.1693109  
0.1102712  0.3040864  0.256112  0.1922095  
0.8618562  0.02837717  0.2490555  0.1812318  
0.9967941  0.9340786  0.5729221  0.770737  
0.731913  0.04652878  0.809949  0.5273108  
0.3204549  0.8358895  0.3474438  0.3730634  
0.09902127  0.8811505  0.2517642  0.1386282  
0.7838246  0.9044057  0.1562157  0.1548316  
0.7133908  0.575504  0.2263773  0.2213059  
0.7310255  0.2042821  0.3883765  0.1314165  
0.4533415  0.8383846  0.1218471  0.3270137  
0.4807661  0.5677783  0.7552879  0.6814425  
0.4392638  0.231114  0.01986536  0.1189026  
0.5700331  0.57244  0.4387361  0.9292539  
0.8232937  0.7944546  0.07424379  0.09485785  
0.6229711  0.540152  0.8880363  0.4615518  
0.657655  0.7772292  0.3046156  0.9910992  
0.1310197  0.4684781  0.8704538  0.8134352  
0.2787696  0.744719  0.337373  0.4004497  
0.6320157  0.3006324  0.415765  0.1933099  
0.6874624  0.1906895  0.1537076  0.719914  
0.3574632  0.2726245  0.001026819  0.4950016  
0.3670086  0.9179064  0.9501329  0.3538842  
0.3910535  0.3770593  0.07909076  0.6247142  
0.02454487  0.3321687  0.9948433  0.3124897  
0.808776  0.7816249  0.6276341  0.9960774  
0.7623484  0.3876158  0.285854  0.9535484  
0.7742982  0.9941502  0.7576923  0.7821821  
0.601927  0.7268553  0.810764  0.7621515  
0.2580313  0.9585264  0.4099184  0.2936055  
0.39836  0.704852  0.5542082  0.8121315  
0.4197459  0.04116168  0.9673653  0.3636968  
0.7766737  0.8967904  0.07995241  0.1567141  
0.06331248  0.7156109  0.4804265  0.9701622  
0.9658849  0.1508104  0.7864473  0.176452  
0.5157824  0.7141619  0.0786775  0.3843039  
0.6390473  0.8373316  0.03673279  0.2692938  
0.441394  0.1818677  0.9121952  0.1718001  
0.01803165  0.09817207  0.2273004  0.7254053  
0.4270089  0.7801458  0.1497625  0.06380247  
0.9558021  0.2219723  0.4855726  0.4183216  
0.9506157  0.7804866  0.2896695  0.282884  
0.9103328  0.8471298  0.2881263  0.08223923  
0.9194578  0.8020991  0.07782227  0.4719307  
0.4518773  0.5790443  0.1819497  0.333278  
0.6208532  0.09071829  0.8016788  0.2768498  
0.3012655  0.6408302  0.6912734  0.8367323  
0.5992344  0.5553142  0.2617936  0.7027787  
0.8437896  0.2022255  0.9921433  0.4639624  
0.8719545  0.4343857  0.9306845  0.5621768  
0.3965509  0.1464283  0.229959  0.2304664  
0.06638635  0.5796774  0.4610594  0.4202159  
0.8227692  0.02434884  0.0006052684  0.8648075  
0.8982973  0.377889  0.8307324  0.4933187  
0.9889708  0.6764273  0.7120332  0.5642638  
0.1951489  0.04326472  0.3093475  0.9785541  
0.5259248  0.2067808  0.4230956  0.2408116  
0.8562262  0.3410962  0.5343999  0.8316717  
0.3721164  0.8662596  0.845544  0.963312  
0.9621726  0.9802584  0.1660437  0.1436269  
0.0501471  0.4617059  0.8568678  0.5070356  
0.2170052  0.1301906  0.7750282  0.3483021  
0.5061738  0.5200187  0.2409493  0.3117724  
0.5379652  0.4271324  0.387113  0.1478457  
0.8391988  0.5938283  0.9671971  0.18507  
0.6657662  0.2840913  0.4377153  0.8978485  
0.8682621  0.7513884  0.08229441  0.7236908  
0.2297537  0.07141334  0.0703615  0.7810175  
0.01951202  0.1276254  0.4722883  0.9403087  
0.651644  0.1611711  0.5945408  0.3574058  
0.3137048  0.7860697  0.5988687  0.792909  
0.01305545  0.5998701  0.3957266  0.475825  
0.1177258  0.2260461  0.02411139  0.3080524  
0.7291295  0.2790249  0.3263999  0.8227933  
0.9350055  0.9228356  0.822898  0.5147327  
0.6413534  0.1761267  0.01017122  0.1431666  
0.9503646  0.8671368  0.7303704  0.4057636  
0.5356513  0.9459267  0.07035663  0.9325719  
0.7668774  0.1052264  0.4133059  0.8794333  
0.7105036  0.9489286  0.08024637  0.07246063  
0.8012795  0.4122316  0.794071  0.5378649  
0.3779087  0.9351804  0.2766822  0.8016877  
0.8026365  0.4447591  0.6634761  0.05214902  
0.8475366  0.06196987  0.2118113  0.9205178  
0.6240983  0.1724156  0.1183647  0.2939918  
0.2334333  0.2813231  0.06557821  0.6097489  
0.290163  0.7291158  0.1238522  0.4230986  
0.3581764  0.494808  0.3613491  0.9425053  
0.2117423  0.07683144  0.9170427  0.07003269  
0.4361067  0.8476904  0.7155458  0.4425101  
0.9629545  0.5838705  0.2615757  0.1411851  
0.02582438  0.3044025  0.5947591  0.6578281  
0.09056007  0.829457  0.1584679  0.9871018  
0.734736  0.9318321  0.2691827  0.06494992  
0.1113087  0.2928235  0.5626653  0.4753979  
0.2489299  0.1105387  0.9963633  0.4414591  
0.6235137  0.03852645  0.5907472  0.9384137  
0.807727  0.7344113  0.5399289  0.1630855  
0.8131527  0.3515303  0.01065314  0.6902567  
0.4221368  0.7705493  0.8801816  0.9551467  
0.2739056  0.9776807  0.8940521  0.3971479  
0.4310471  0.8932992  0.05226842  0.2401163  
0.1867239  0.2940573  0.4989404  0.4359764  
0.5992314  0.05514841  0.201222  0.6919277  
0.4473964  0.9606097  0.5473042  0.1554012  
0.577784  0.9566023  0.308183  0.9468178  
0.6454708  0.2326705  0.8473997  0.5022508  
0.3303951  0.927309  0.5862107  0.001836858  
0.1257774  0.8527972  0.5340993  0.1341113  
0.5369583  0.7879921  0.6509065  0.9391367  
0.7456982  0.2868083  0.03455832  0.1643266  
0.7997055  0.5470378  0.1200874  0.4595754  
0.8656379  0.3531264  0.9141257  0.5170098  
0.7231234  0.8206986  0.575576  0.05516429  
0.5152963  0.4151534  0.6580486  0.6882752  
0.5572458  0.8683319  0.07992458  0.6633427  
0.4581225  0.5065336  0.9850814  0.9695282  
0.1480611  0.126471  0.2947562  0.8495521  
0.06886856  0.8577325  0.6868311  0.5326012  
0.5656891  0.6272111  0.3968411  0.4671151  
0.1496191  0.2562992  0.8220781  0.727767  
0.6753048  0.2178771  0.1811709  0.1874264  
0.7391729  0.1700791  0.8373998  0.5419793  
0.9853163  0.4901032  0.8420864  0.6379087  
0.7554134  0.8851549  0.2145419  0.7089752  
0.5486826  0.7626722  0.04865535  0.1283279  
0.4438282  0.3314757  0.655788  0.9281775  
0.2184264  0.7810254  0.009437137  0.7586968  
0.4926041  0.05033449  0.7674508  0.9939139  
0.4550804  0.749882  0.7749521  0.02937716  
0.3754569  0.9158092  0.7848173  0.2776581  
0.4397591  0.8481117  0.3661516  0.04321826  
0.6817739  0.2723052  0.9659125  0.3368783  
0.6165792  0.2897619  0.441116  0.6217733  
0.6495822  0.3892441  0.1656333  0.9556758  
0.09078838  0.109029  0.3485867  0.3287437  
0.6754871  0.9044857  0.1031767  0.1153423  
0.3243289  0.03089679  0.1005779  0.3792767  
0.2786235  0.4403761  0.5809744  0.732718  
0.2979058  0.4272345  0.5185711  0.5721703  
0.7921869  0.4688889  0.2950233  0.9063153  
0.3194896  0.4835348  0.4134484  0.3825046  
0.2329674  0.8779438  0.4382942  0.04965359  
0.3817506  0.3273581  0.3797047  0.8293243  
0.9455725  0.9745852  0.9615772  0.1328278  
0.5365229  0.8063651  0.2765765  0.7313716  
0.8241236  0.8581231  0.754724  0.696197  
0.6340811  0.03893545  0.3668981  0.6441072  
0.4075233  0.2196603  0.1442291  0.9576365  
0.7495066  0.5484519  0.1738209  0.418339  
0.8505755  0.1981908  0.5623431  0.09439027  
0.9073257  0.1613639  0.2837297  0.5253055  
0.6526708  0.9217582  0.5628502  0.4082778  
0.510126  0.02036438  0.6333318  0.7373055  
0.4269046  0.2203054  0.7689412  0.9489382  
0.5827594  0.7165034  0.1527221  0.03527777  
0.7939906  0.4300009  0.9136158  0.415318  
0.9072186  0.170681  0.02773473  0.5280489  
0.8388272  0.9520057  0.02718771  0.7087401  
0.4764444  0.6110786  0.8719625  0.2429566  
0.4822255  0.02595144  0.8927384  0.6519409  
0.7492163  0.3295341  0.1235331  0.6485509  
0.2165357  0.9428503  0.6902722  0.4950641  
0.1742749  0.9761594  0.09144519  0.4504854  
0.6689296  0.748255  0.9443782  0.9287772  
0.6410427  0.5128014  0.5247019  0.7498217  
0.7794793  0.01328191  0.4419821  0.9747925  
0.4608932  0.9240966  0.3655225  0.3939491  
0.9012503  0.2278492  0.1061674  0.1066483  
0.6677051  0.674742  0.8004792  0.3461621  
0.185593  0.1147859  0.4991498  0.5387943  
0.2526291  0.725971  0.6885982  0.4057905  
0.660797  0.005108487  0.2078129  0.3402328  
0.67851  0.9890256  0.3334211  0.05737268  
0.3887223  0.2373729  0.5934987  0.2126454  
0.6773295  0.7426223  0.03969591  0.1364876  
0.2787216  0.02621423  0.1703498  0.6210763  
0.9916951  0.5818326  0.2647223  0.6348758  
0.4046816  0.9826049  0.7132073  0.9381769  
0.195009  0.8621388  0.1702255  0.3708835  
0.6916089  0.6596227  0.1368553  0.8285344  
0.5551001  0.3157938  0.6596533  0.3158784  
0.3286154  0.4298823  0.2217838  0.06490054  
0.274034  0.9988133  0.8429675  0.6680506  
0.759811  0.3369114  0.04466906  0.3016933  
0.08854265  0.2904896  0.350482  0.201983  
0.1235033  0.265911  0.2093228  0.2246305  
0.9555708  0.1267656  0.29983  0.862034  
0.582114  0.6543025  0.7626606  0.9420749  
0.8975502  0.5689443  0.7586696  0.8431201  
0.02554655  0.8833869  0.2210357  0.3923659  
0.611607  0.67073  0.03025054  0.09515213  
0.2657074  0.1027294  0.220495  0.5880664  
0.7226833  0.3758966  0.9088926  0.8672388  
0.9326367  0.5386203  0.4919046  0.7988145  
0.4939747  0.9878313  0.1888945  0.6234357  
0.8990086  0.1466712  0.5034819  0.5879279  
0.3495829  0.4072447  0.7946966  0.1994422  
0.9349292  0.7862977  0.9676879  0.6714083  
0.9023471  0.2652641  0.7058532  0.5222483  
0.5657163  0.3247156  0.1609923  0.5270962  
0.7545301  0.2394963  0.9886092  0.4199733  
0.6346947  0.03661955  0.5350972  0.1234289  
0.6331318  0.001161995  0.9223468  0.2766765  
0.564526  0.461209  0.9035073  0.7781813  
0.7842886  0.09735283  0.02077916  0.5155262  
0.4559535  0.5758077  0.949587  0.505843  
0.3426635  0.7913513  0.456234  0.4260981  
0.6897396  0.2311691  0.2010268  0.9193318  
0.3381542  0.4583359  0.5297618  0.5073743  
0.006783067  0.2433691  0.5324056  0.5983954  
0.7997762  0.5012544  0.5102482  0.5593103  
0.9117861  0.1995401  0.4412105  0.1677153  
0.8892784  0.2469786  0.9335603  0.4735031  
0.9357246  0.8012218  0.8489856  0.9009393  
0.611319  0.2662997  0.6320752  0.6765688  
0.06039416  0.8118525  0.2804739  0.07324687  
0.3187139  0.5894515  0.8934332  0.5308244  
0.7206814  0.287367  0.7551082  0.7122246  
0.1540467  0.2918157  0.3383093  0.4701286  
0.4726693  0.6294878  0.312132  0.7830977  
0.2602855  0.2255825  0.4042811  0.431456  
0.7809939  0.8780184  0.439168  0.1465618  
0.5203233  0.3903612  0.6518778  0.7671372  
0.468321  0.2922251  0.8133156  0.6035957  
0.9570889  0.3899973  0.5890447  0.7066615  
0.6878727  0.5839802  0.04654761  0.8510762  
0.3221094  0.5722809  0.6406398  0.5782843  
0.563541  0.1136314  0.8663884  0.05159533  
0.8486435  0.939973  0.09573974  0.5481704  
0.8707688  0.04112539  0.02951141  0.05077117  
0.6722519  0.3522203  0.7863159  0.2976945  
0.5491644  0.8711819  0.3502528  0.8298771  
0.8456227  0.4902528  0.6966767  0.04265712  
0.515902  0.1850235  0.4061791  0.542336  
0.8046387  0.3482472  0.9592029  0.2713721  
0.790015  0.1403723  0.8857395  0.3816321  
0.2492145  0.8326198  0.7440799  0.8355179  
0.08491773  0.7752347  0.7993568  0.6758081  
0.7497359  0.3902335  0.831137  0.9022377  
0.7109291  0.1467959  0.8719798  0.1285647  
0.347114  0.1326643  0.1772845  0.1922977  
0.4208712  0.9118518  0.9444891  0.2251334  
0.6724819  0.7848355  0.07839259  0.4484275  
0.7533598  0.01229192  0.01583822  0.1582198  
0.8160872  0.519093  0.4266262  0.2061456  
0.6816298  0.9942164  0.7369444  0.1648912  
0.6303023  0.154719  0.6562839  0.727181  
0.8298433  0.04265687  0.7220525  0.7084244  
0.7733483  0.01216259  0.5433227  0.82028  
0.6191902  0.4116528  0.2750394  0.9961111  
0.5877399  0.2214068  0.5591846  0.4284754  
0.9186148  0.8237532  0.9649668  0.7533327  
0.9982478  0.09852387  0.3931709  0.9994554  
0.5426425  0.2842264  0.6915889  0.712465  
0.4734191  0.8317947  0.6904817  0.4724879  
0.1264936  0.4160394  0.8903988  0.1654151  
0.2778109  0.2968747  0.1380033  0.2923314  
0.6838622  0.5008799  0.3550172  0.0456392  
0.2945836  0.3643619  0.6147767  0.05793207  
0.9937637  0.3135326  0.3379551  0.3427435  
0.3096908  0.5857935  0.573297  0.6252453  
0.3326489  0.1253839  0.400963  0.5161239  
0.391079  0.6716037  0.1686997  0.3482647  
0.1964368  0.504759  0.05258214  0.03443877  
0.9312215  0.4962979  0.7946076  0.7451101  
0.05509957  0.3811821  0.5432848  0.6771061  
0.6461693  0.6887658  0.7766699  0.9470205  
0.9077861  0.2733476  0.01054815  0.03171321  
0.07347974  0.2475321  0.8563459  0.3871236  
0.8670356  0.6128432  0.6342957  0.9599686  
0.2489818  0.5657588  0.3246644  0.5463376  
0.2691971  0.1998789  0.7046555  0.9168595  
0.4054115  0.2055061  0.6101365  0.7170908  
0.09956925  0.07645171  0.7361521  0.5542834  
0.3947502  0.553592  0.7018149  0.8196983  
0.3037711  0.7356475  0.5658392  0.03586513  
0.3127571  0.8687572  0.5569217  0.3669732  
0.5100146  0.821803  0.2722306  0.7278305  
0.9223545  0.9825073  0.6759957  0.9100609  
0.7001573  0.7870984  0.2966598  0.7785446  
0.9768259  0.003749099  0.9053497  0.5768047  
0.4478132  0.4097493  0.5425509  0.8729749  
0.4152153  0.5210635  0.9257361  0.5055311  
0.7053228  0.5658513  0.3632352  0.1345135  
0.4239679  0.4347148  0.4195763  0.4899626  
0.04848911  0.9868603  0.8004763  0.4349942  
0.1111488  0.7823848  0.8716635  0.644331  
0.9491573  0.8171412  0.1283666  0.3516667  
0.9183381  0.09800559  0.7995084  0.7431065  
0.7765027  0.01885332  0.8639953  0.9803648  
0.7601882  0.7772063  0.3297416  0.036196  
0.1771867  0.03847514  0.7595422  0.7204158  
0.9006846  0.01819566  0.2575844  0.2349158  
0.6586887  0.8510476  0.2979536  0.2646206  
0.1329504  0.7660421  0.4297405  0.03466938  
0.8040361  0.1912519  0.2426569  0.3977061  
0.1825961  0.2476481  0.9299194  0.6310488  
0.1535935  0.2071355  0.4823612  0.07676579  
0.1506775  0.9602276  0.3352981  0.9737267  
0.3834352  0.06777775  0.05061377  0.2237677  
0.03953041  0.4448384  0.5260166  0.01134019  
0.7405861  0.7232554  0.2180782  0.4545988  
0.6875019  0.4866135  0.3386039  0.99066  
0.1474936  0.4178461  0.3600995  0.9447914  
0.8987658  0.4243316  0.04635811  0.8992775  
0.5516554  0.9801547  0.6763672  0.7849355  
0.5874156  0.2574673  0.5803738  0.6777676  
0.7190332  0.2426635  0.6560992  0.3306681  
0.6239457  0.8522328  0.1944914  0.06580196  
0.6084925  0.4800928  0.030555  0.01310972  
0.3872412  0.9596734  0.9736903  0.1192643  
0.5817377  0.6554934  0.9197699  0.03731267  
0.7579018  0.7108872  0.320667  0.1615961  
0.6798549  0.9811891  0.07333543  0.7668428  
0.1931231  0.2454016  0.423058  0.1881633  
0.8119352  0.9091496  0.4788741  0.06197036  
0.4381001  0.2750554  0.01850593  0.1654689  
0.1721436  0.4731129  0.384307  0.04288589  
0.3960788  0.1316608  0.5282913  0.7892315  
0.034835  0.6219175  0.9535565  0.06657604  
0.6768847  0.6599571  0.1320172  0.4421584  
0.9664397  0.07068805  0.9918686  0.7188601  
0.5721831  0.09079791  0.8952835  0.8852263  
0.7285064  0.7420826  0.4721785  0.9708816  
0.3112453  0.4306771  0.351655  0.03918472  
0.1688898  0.02313012  0.6530458  0.8223992  
0.2585972  0.3705253  0.897164  0.2889201  
0.3773791  0.6602892  0.9237961  0.428347  
0.6840589  0.1384777  0.5698414  0.9261132  
0.7520732  0.5192067  0.2148275  0.2718818  
0.5341417  0.2600447  0.8634999  0.7515459  
0.4880099  0.9188958  0.8509455  0.4627303  
0.6976056  0.5824342  0.2745611  0.3120364  
0.3833198  0.7203741  0.1438558  0.9208275  
0.5532279  0.9987511  0.4461266  0.4111554  
0.8071374  0.8624375  0.6353251  0.4158602  
0.40957  0.409564  0.4069694  0.7569041  
0.3883527  0.3204758  0.1469391  0.8199521  
0.4928242  0.6626783  0.1967035  0.1779061  
0.4797806  0.3390316  0.792541  0.874283  
0.4400086  0.8787089  0.7517203  0.2624322  
0.590938  0.7862192  0.6299516  0.1876893  
0.906203  0.648286  0.2540048  0.009820486  
0.0375445  0.6312079  0.4353032  0.4421617  
0.4498335  0.67743  0.1291554  0.6243645  
0.8743692  0.4785739  0.8141769  0.2396372  
0.6833524  0.6354262  0.03633969  0.8929104  
0.3991336  0.588215  0.4017183  0.7324212  
0.5368965  0.04182481  0.4033244  0.5397894  
0.9939623  0.1682744  0.260251  0.9646737  
0.6579797  0.3338994  0.9930873  0.06649305  
0.5569219  0.5877052  0.986528  0.6124232  
0.6605662  0.7526327  0.3023854  0.8011419  
0.9744199  0.6338877  0.6712596  0.1597848  
0.4602524  0.8430723  0.6285839  0.3986457  
0.67684  0.1714409  0.6722915  0.4777282  
0.3000532  0.4111353  0.6877382  0.328158  
0.5423059  0.0145239  0.2505363  0.5277818  
0.0155781  0.8561546  0.0151007  0.4385401  
0.8621636  0.247285  0.3266581  0.2029124  
0.7674587  0.2601246  0.7484413  0.776834  
0.8044087  0.9669111  0.2802598  0.2821363  
0.8965754  0.7564132  0.6269694  0.2655367  
0.6204966  0.1408763  0.2159815  0.6848609  
0.5760612  0.676956  0.5862459  0.954988  
0.6984229  0.1271688  0.6831977  0.03910005  
0.1674639  0.5551342  0.527885  0.5784826  
0.03178858  0.8910743  0.1489464  0.654445  
0.1945302  0.9664131  0.8782764  0.5116576  
0.1996194  0.6249133  0.4708335  0.9947705  
0.6536839  0.7804914  0.09938261  0.8956463  
0.0800377  0.2644701  0.245476  0.2964848  
0.08837121  0.221212  0.5362746  0.2659109  
0.2801715  0.20809  0.1997004  0.8196018  
0.7871415  0.8968428  0.03297121  0.8430806  
0.4747076  0.09414504  0.150905  0.7640194  
0.3980237  0.2078803  0.4544767  0.2726853  
0.6784895  0.9278496  0.5262071  0.7050753  
0.6628037  0.6843874  0.9288979  0.469379  
0.8918291  0.05624094  0.2447625  0.9678374  
0.2072158  0.5943455  0.1826599  0.1963012  
0.7806306  0.3422416  0.2391599  0.5130181  
0.1572436  0.7953894  0.8325555  0.1526676  
0.2224686  0.1220222  0.1879071  0.1629886  
0.2848685  0.9249142  0.4407884  0.5016364  
0.8663318  0.588645  0.980657  0.4077149  
0.2516355  0.9662458  0.09738549  0.3089291  
0.2152226  0.3548005  0.198539  0.9393948  
0.3890001  0.5316289  0.3187623  0.5348617  
0.4992353  0.2736917  0.05208858  0.9063655  
0.6179738  0.5650336  0.5722586  0.1632411  
0.487775  0.4229591  0.01809226  0.4029872  
0.3661461  0.3849702  0.3409775  0.08016928  
0.8244661  0.7311212  0.1863341  0.9251926  
0.01214295  0.7126065  0.231853  0.1632076  
0.2829713  0.01492391  0.8671695  0.9297922  
0.7269972  0.03634556  0.7525545  0.1607946  
0.07791246  0.7218123  0.9601033  0.462357  
0.5032016  0.05790896  0.8453132  0.002019231  
0.7289338  0.8468692  0.5557073  0.4025059  
0.5035972  0.5302602  0.2593794  0.505882  
0.01665384  0.4556261  0.5844167  0.02748662  
0.6072355  0.04827792  0.6085398  0.3867447  
0.423492  0.2512355  0.3827998  0.3644319  
0.1864991  0.788324  0.0674073  0.03291433  
0.7187337  0.8645776  0.7647429  0.8155642  
0.5597595  0.1058728  0.2040313  0.1125926  
0.3722263  0.8116312  0.1021611  0.413339  
0.4741211  0.8625126  0.5134312  0.7137142  
0.01309504  0.04628862  0.3379823  0.2996406  
0.5157929  0.3503616  0.8287022  0.7716749  
0.1883323  0.546022  0.3362535  0.551314  
0.8349958  0.379365  0.868071  0.9316607  
0.3275629  0.2475398  0.6138831  0.2537671  
0.212923  0.6683702  0.5794467  0.1228911  
0.1941534  0.599006  0.4105134  0.640118  
0.2374913  0.9879635  0.8836001  0.4227566  
