c file generated by rmnkGenerator.R with seed  0 the 01/21/2019 11:17:47 
0.2715617  0.6185397  
0.5550254  0.8211049  
0.005330165  0.8208565  
0.2250025  0.8772827  
0.3978056  0.4572201  
0.5694137  0.5087634  
0.1816761  0.5847404  
0.8779887  0.3158393  
0.3199191  0.3925869  
0.2405833  0.4798365  
0.4159231  0.7903178  
0.9530252  0.3347072  
0.06606541  0.8856919  
0.5921779  0.9375033  
0.004692519  0.9797143  
0.9287905  0.02090994  
0.5985831  0.1995527  
0.9570275  0.0721832  
0.3834848  0.1408665  
0.4084286  0.6342352  
0.112802  0.9739943  
0.7113171  0.3957593  
0.9436352  0.2627425  
0.7781159  0.5778045  
0.2570992  0.6909258  
0.4262011  0.5600136  
0.1541695  0.9228107  
0.6402897  0.4228395  
0.9435726  0.07097025  
0.2217522  0.8405698  
0.6426058  0.04483484  
0.3637615  0.7866332  
0.2311079  0.5856159  
0.4151522  0.6809235  
0.1155233  0.9770681  
0.7069299  0.564528  
0.8766751  0.1008665  
0.5621343  0.6079569  
0.5617415  0.3918657  
0.2368144  0.6772978  
0.0366294  0.8920901  
0.9803516  0.09857779  
0.3764086  0.2384648  
0.7439486  0.7840524  
0.5850081  0.89127  
0.5863548  0.1416333  
0.2035594  0.4580806  
0.5327742  0.78494  
0.4303686  0.4213809  
0.7312301  0.6502384  
0.02509846  0.7762356  
0.2585896  0.7261017  
0.03940214  0.9690853  
0.6475161  0.4522812  
0.9476427  0.2470845  
0.5196323  0.2469901  
0.4643684  0.5362689  
0.5142578  0.3423802  
0.7542436  0.4700289  
0.9477344  0.09692837  
0.7420365  0.203924  
0.9531142  0.3611236  
0.5290685  0.7402814  
0.467012  0.710932  
0.05068458  0.8877519  
0.7466691  0.52132  
0.3203433  0.9015773  
0.6137671  0.2746225  
0.9546637  0.132389  
0.2172651  0.509461  
0.8687934  0.5627808  
0.8206187  0.2647788  
0.8426464  0.3458142  
0.2084338  0.8862727  
0.04218532  0.8825417  
0.1155546  0.748285  
0.7062177  0.5144454  
0.9725604  0.3060927  
0.5333796  0.6901196  
0.06256396  0.701788  
0.2211862  0.7833237  
0.5161646  0.7334621  
0.4171595  0.5802747  
0.6815121  0.13758  
0.134234  0.3881122  
0.3992025  0.4395848  
0.6216236  0.6684721  
0.2514792  0.1482266  
0.8507669  0.1343565  
0.5057336  0.1391915  
0.1151348  0.5869968  
0.7675749  0.7890173  
0.26399  0.2729376  
0.5847221  0.4477889  
0.162985  0.9466255  
0.4819627  0.4956216  
0.3968616  0.5793661  
0.4412034  0.5511556  
0.8284553  0.2013647  
0.3071305  0.2652769  
0.05697018  0.7892702  
0.2906781  0.6169516  
0.9411023  0.1299854  
0.2945303  0.3457259  
0.218092  0.6021098  
0.5895553  0.5348741  
0.2943167  0.8184549  
0.5991527  0.4725768  
0.8488735  0.17973  
0.2053266  0.7015632  
0.2815087  0.4634855  
0.2781323  0.6623843  
0.3697416  0.9448123  
0.3750407  0.5189185  
0.8626345  0.02697012  
0.6478194  0.7269861  
0.9870457  0.2099768  
0.5766376  0.2145583  
0.2300106  0.8481007  
0.9193011  0.03689479  
0.4963431  0.5744996  
0.4635554  0.1113612  
0.4308828  0.2320129  
0.1248037  0.7445907  
0.2301491  0.5424514  
0.05937633  0.7991137  
0.7331749  0.06979252  
0.8757378  0.3237863  
0.5397181  0.0969362  
0.7431187  0.6601164  
0.9587805  0.4524022  
0.7965056  0.245103  
0.7467581  0.1268336  
0.2384495  0.6585334  
0.2326685  0.6128657  
0.1867311  0.7904861  
0.01251384  0.996436  
0.5441787  0.4117511  
0.09402212  0.4812248  
0.00172638  0.9991209  
0.2395685  0.6297082  
0.4509826  0.4008816  
0.6695095  0.08638744  
0.8202616  0.4615847  
0.9558533  0.07713425  
0.9110037  0.05860565  
0.7028248  0.4137598  
0.3574247  0.5895062  
0.5227081  0.5524535  
0.7649653  0.4998775  
0.9891411  0.141034  
0.1787175  0.618359  
0.3203415  0.6498509  
0.03719823  0.8871254  
0.9951685  0.1971657  
0.4464221  0.252648  
0.03998841  0.9322108  
0.5252223  0.609868  
0.06878582  0.8599456  
0.2619784  0.66522  
0.3578822  0.4557237  
0.1477056  0.7414053  
0.9458673  0.0417414  
0.6029587  0.3561483  
0.3693406  0.7851735  
0.07863058  0.8578527  
0.3050608  0.8190775  
0.2503189  0.376563  
0.1363359  0.8453037  
0.2889128  0.2977535  
0.8760978  0.1860913  
0.5397093  0.5211643  
0.4341822  0.3195287  
0.2207293  0.4665181  
0.7822021  0.529494  
0.178519  0.6136606  
0.01008461  0.9327259  
0.9664037  0.0669715  
0.2100082  0.60868  
0.8197844  0.3355309  
0.783034  0.3507346  
0.959881  0.05304111  
0.6924581  0.5089263  
0.1934633  0.4031728  
0.9096966  0.0958444  
0.05091619  0.9747775  
0.9066637  0.4653776  
0.9815416  0.0163477  
0.6549511  0.5743227  
0.0215732  0.9902443  
0.08944844  0.9467107  
0.2908816  0.9653338  
0.1832187  0.7118396  
0.307173  0.6372803  
0.6004972  0.2887324  
0.957389  0.1416913  
0.9971477  0.08774919  
0.6415701  0.03427473  
0.8693855  0.01463253  
0.8622758  0.2296571  
0.4487919  0.8889851  
0.8139865  0.2276509  
0.9258098  0.0799513  
0.9540692  0.4538888  
0.9556726  0.0692891  
0.2202417  0.7636077  
0.7760707  0.02149712  
0.7106002  0.6123827  
0.07476558  0.3566327  
0.0564212  0.7391856  
0.04195767  0.9625389  
0.9619807  0.0684433  
0.1575239  0.7606715  
0.5156928  0.1606217  
0.3552202  0.2401313  
0.07967643  0.8988103  
0.8050291  0.395401  
0.1487167  0.5858491  
0.3802205  0.3162324  
0.7515934  0.4095901  
0.1822453  0.9560944  
0.6021979  0.4375882  
0.526575  0.3718024  
0.2888966  0.7684502  
0.32532  0.8930525  
0.8803381  0.2965671  
0.08544094  0.7750969  
0.6305228  0.1990565  
0.7569208  0.172045  
0.9920395  0.02790648  
0.5777325  0.4707069  
0.5524094  0.7639522  
0.6252268  0.1606773  
0.3172638  0.9660978  
0.3152982  0.7480071  
0.4998211  0.5732554  
0.07593205  0.9723575  
0.6792175  0.01021284  
0.1362706  0.2850351  
0.2780125  0.8360389  
0.7749654  0.1380696  
0.5455759  0.3588816  
0.4537501  0.4130558  
0.5902117  0.2754244  
0.5748092  0.6246719  
0.8312194  0.7493336  
0.8261827  0.2738823  
0.1691445  0.6749279  
0.7743289  0.3763555  
0.6766838  0.2412798  
0.440301  0.7708625  
0.04920194  0.931708  
0.9267989  0.03506039  
0.4169189  0.5624283  
0.509422  0.7763407  
0.3205915  0.3402094  
0.009526119  0.9917932  
0.2479107  0.9503577  
0.7747137  0.4067094  
0.7071215  0.2697635  
0.2982207  0.877748  
0.4047266  0.947937  
0.3905765  0.8542883  
0.7268428  0.3025026  
0.3000822  0.6824938  
0.3152061  0.2664742  
0.07299523  0.9758087  
0.8713398  0.3258634  
0.5935127  0.6167919  
0.7213272  0.09465744  
0.8931279  0.2820591  
0.5208405  0.523868  
0.2871188  0.1600254  
0.8289874  0.5102716  
0.1319809  0.9603263  
0.5383403  0.6019438  
0.2708564  0.9666195  
0.7996983  0.1641292  
0.8451711  0.7125368  
0.9271573  0.1257951  
0.1587863  0.9525861  
0.881987  0.2632214  
0.0371494  0.8281684  
0.7458396  0.1199579  
0.2837438  0.2275754  
0.9887317  0.001158269  
0.5698505  0.3891864  
0.5906343  0.6012168  
0.9552236  0.03156767  
0.5647276  0.355564  
0.6676211  0.4172426  
0.9883085  0.126816  
0.1347729  0.7125817  
0.9243617  0.2082988  
0.7519275  0.6082785  
0.296167  0.6950133  
0.7402468  0.3708874  
0.1475926  0.6302379  
0.5157874  0.6097172  
0.0359816  0.831061  
0.6932309  0.2348719  
0.8413151  0.1249127  
0.4023534  0.6618565  
0.3941498  0.2644905  
0.6719247  0.459413  
0.4164642  0.7609336  
0.2987141  0.6444663  
0.4628939  0.4767394  
0.0900662  0.4348129  
0.2490449  0.7643787  
0.1412524  0.6807869  
0.1899297  0.8189483  
0.03784506  0.7327831  
0.4654145  0.3669938  
0.5649391  0.2571822  
0.848366  0.1066282  
0.7137566  0.5493545  
0.8617025  0.2645326  
0.2773044  0.5679415  
0.7168608  0.5812344  
0.5213869  0.1637162  
0.9179852  0.3376119  
0.6515651  0.6921977  
0.8374324  0.4511785  
0.8711108  0.1148509  
0.8145027  0.04288432  
0.33275  0.94612  
0.7823438  0.3174751  
0.7512675  0.2315367  
0.8070261  0.6279353  
0.7356892  0.3315303  
0.6864182  0.3681019  
0.4596478  0.2480931  
0.6207828  0.2090254  
0.9340135  0.3013041  
0.4078294  0.8624058  
0.6489733  0.5717868  
0.9835479  0.2938907  
0.3795687  0.8824065  
0.9048211  0.0277891  
0.7003495  0.4136266  
0.4931771  0.2911655  
0.715528  0.1211561  
0.5076392  0.7095896  
0.9415918  0.1110098  
0.01682277  0.755188  
0.4171485  0.6813946  
0.04873488  0.9322207  
0.1520386  0.5658995  
0.9463242  0.06460542  
0.2560723  0.7069726  
0.5204273  0.8113346  
0.04408531  0.5779189  
0.2402743  0.9008612  
0.5075986  0.8073792  
0.3554082  0.7880133  
0.4512046  0.1154193  
0.2119766  0.9836549  
0.9566668  0.05992981  
0.9863354  0.1006351  
0.9434674  0.2092741  
0.1968543  0.7974859  
0.8015474  0.1140112  
0.3926105  0.1624867  
0.5287518  0.5891804  
0.6118316  0.2700968  
0.9985261  0.1867833  
0.1280633  0.848002  
0.2914891  0.2446587  
0.2475386  0.6181385  
0.5120571  0.5156836  
0.708471  0.3322983  
0.5498026  0.6234445  
0.1749956  0.717831  
0.8906944  0.05922652  
0.6959512  0.05140074  
0.3415666  0.9774404  
0.7969603  0.1984123  
0.582761  0.5939821  
0.923301  0.1115342  
0.2986494  0.7723209  
0.3912224  0.7952829  
0.5556584  0.359082  
0.1210206  0.9563435  
0.8559329  0.546109  
0.4451608  0.2486732  
0.1782747  0.8684223  
0.3633213  0.6915661  
0.2198832  0.7898688  
0.1777485  0.9635003  
0.3234869  0.4975662  
0.2342477  0.6838263  
0.8661907  0.4683553  
0.296461  0.6277955  
0.6490958  0.4246325  
0.06788868  0.8085914  
0.5535276  0.5184872  
0.4476442  0.4697735  
0.3079645  0.3056347  
0.8862758  0.005188155  
0.9074301  0.3034288  
0.03786226  0.9687622  
0.4443886  0.8788626  
0.4143066  0.4431592  
0.5126352  0.3966406  
0.6423189  0.5255176  
0.4824553  0.7790915  
0.05345921  0.4342386  
0.8201949  0.1835205  
0.5076333  0.4039182  
0.9312974  0.1998213  
0.432552  0.1673065  
0.1761502  0.5050293  
0.9025959  0.08309545  
0.1636515  0.8184723  
0.0788269  0.7795865  
0.5415023  0.5339529  
0.4234265  0.6196709  
0.2944597  0.9741923  
0.6434308  0.2376888  
0.4245951  0.02702848  
0.8282329  0.117476  
0.9144196  0.3305136  
0.633869  0.1645062  
0.2846173  0.5477429  
0.7692326  0.155775  
0.5867291  0.3861937  
0.3567796  0.4677783  
0.9145919  0.1542818  
0.2383596  0.9724416  
0.07693964  0.8407134  
0.942431  0.03844364  
0.5163457  0.1960047  
0.7894554  0.544979  
0.6625214  0.7681184  
0.9562286  0.3209688  
0.5209914  0.2596462  
0.1305179  0.6282267  
0.2609847  0.8842085  
0.4363728  0.6043734  
0.5879483  0.8013471  
0.6074873  0.1770877  
0.8466502  0.5796219  
0.1291918  0.8467192  
0.3715879  0.4179606  
0.7431764  0.2704615  
0.05718552  0.9264048  
0.7830017  0.3815803  
0.212592  0.9025587  
0.284979  0.6945646  
0.3699234  0.6445917  
0.6502648  0.4247502  
0.07917041  0.5916432  
0.9516595  0.08361596  
0.6026923  0.05803908  
0.7387865  0.5743576  
0.3189567  0.428007  
0.383687  0.4575083  
0.7855364  0.601943  
0.3853767  0.2019521  
0.5130087  0.8166143  
0.8414077  0.4100206  
0.9875143  0.03462119  
0.6555153  0.6581416  
0.2530623  0.8248782  
0.2450556  0.8699565  
0.6197241  0.4067944  
0.5762628  0.5315975  
0.3152987  0.9898444  
0.7746029  0.3305148  
0.602456  0.5068068  
0.4061084  0.7458579  
0.8688074  0.4702156  
0.7478879  0.4239355  
0.1288581  0.4678352  
0.7764611  0.280906  
0.421389  0.7409885  
0.8791943  0.1471444  
0.9980557  0.1969534  
0.4528971  0.8484902  
0.4582419  0.3627778  
0.616893  0.3055039  
0.7438253  0.3776694  
0.177279  0.8193496  
0.5695954  0.03318598  
0.4802192  0.9580892  
0.751584  0.1064253  
0.4606503  0.3615902  
0.4855531  0.3321196  
0.1911353  0.5750942  
0.9555528  0.05586834  
0.4480948  0.272403  
0.4833317  0.3826522  
0.1909892  0.56321  
0.2797499  0.9326838  
0.7675425  0.1380538  
0.2178859  0.4310864  
0.3245407  0.6460833  
0.2368584  0.9301558  
0.3588394  0.2995252  
0.3553661  0.9603251  
0.6464584  0.7042408  
0.7136094  0.506912  
0.36583  0.7278807  
0.1853419  0.3556079  
0.6934992  0.8884524  
0.1764074  0.8245182  
0.6336403  0.4252918  
0.4826531  0.3144492  
0.5299996  0.3812756  
0.3565658  0.9473406  
0.05240267  0.9768036  
0.2241853  0.8482516  
0.05589134  0.6307702  
0.02312545  0.9005271  
0.4676796  0.1270701  
0.847749  0.04479611  
0.8903847  0.2035829  
0.2677115  0.4410337  
0.329478  0.3452789  
0.9927099  0.004800673  
0.05417322  0.7226149  
0.5605861  0.3994608  
0.2971908  0.2618964  
0.3728168  0.6660191  
0.8959089  0.1214547  
0.6449135  0.174161  
0.1395022  0.7976353  
0.1103442  0.9924663  
0.364621  0.8232507  
0.3968938  0.8657537  
0.924441  0.04183591  
0.2900591  0.9188313  
0.154905  0.8567203  
0.4815869  0.2409603  
0.7538537  0.8497745  
0.2105784  0.8178895  
0.01062996  0.9540576  
0.9187563  0.2547708  
0.1138302  0.7584211  
0.06176547  0.8441583  
0.2326798  0.8327429  
0.4101124  0.624309  
0.5223781  0.4109729  
0.6064869  0.7175951  
0.1127898  0.6545438  
0.6998641  0.07030161  
0.7951826  0.07487721  
0.6786037  0.1964187  
0.939501  0.13828  
0.6852386  0.004516076  
0.03270365  0.7621419  
0.8068753  0.2011042  
0.7826139  0.4389034  
0.8119312  0.1116917  
0.3673595  0.7294977  
0.3664847  0.7379915  
0.1224373  0.850572  
0.7022964  0.3725453  
0.09190464  0.8341108  
0.3438018  0.4410871  
0.9307164  0.1769512  
0.05965792  0.7176473  
0.05935806  0.8932828  
0.09514953  0.5701032  
0.8679103  0.6250603  
0.7962678  0.04812449  
0.4899795  0.5176508  
0.888104  0.1007895  
0.9501583  0.04318244  
0.2159373  0.6979662  
0.8047256  0.6196457  
0.6498877  0.3616269  
0.7136708  0.2650339  
0.06352047  0.8190873  
0.9450118  0.09035245  
0.6530842  0.333607  
0.3277158  0.726708  
0.3612616  0.5725515  
0.8523166  0.4624911  
0.7478175  0.709779  
0.6754997  0.5391336  
0.1771077  0.9858239  
0.2591079  0.3241833  
0.5052893  0.115045  
0.4618748  0.9822657  
0.8778114  0.1163293  
0.1828867  0.5368873  
0.285303  0.9566953  
0.8779017  0.1597586  
0.4236989  0.6584764  
0.1631853  0.7824432  
0.1323237  0.8302337  
0.05398797  0.8881029  
0.005677911  0.8467322  
0.2784331  0.4142672  
0.8369629  0.2783465  
0.6651582  0.1645656  
0.1474651  0.5950814  
0.869601  0.03672281  
0.3349799  0.6917129  
0.9670022  0.3814906  
0.5335808  0.0515413  
0.2917895  0.5340172  
0.45237  0.1127113  
0.6031544  0.1014123  
0.6884179  0.2301064  
0.04426871  0.8215919  
0.8415577  0.06172384  
0.3534052  0.4307645  
0.5370361  0.2200469  
0.0004468239  0.9848433  
0.7257072  0.6207431  
0.170954  0.9922595  
0.2615974  0.8319889  
0.8940591  0.04904817  
0.3794956  0.7416094  
0.2951922  0.7739113  
0.4509986  0.4696959  
0.9811976  0.06209209  
0.02860559  0.9880543  
0.5873803  0.4494469  
0.9552579  0.1845018  
0.02897579  0.6616966  
0.8148104  0.6692838  
0.2844078  0.4543082  
0.9234451  0.4942899  
0.984212  0.1212603  
0.3870905  0.2751449  
0.2266405  0.7394276  
0.3993453  0.3872147  
0.4109815  0.4309649  
0.3678424  0.5295168  
0.4053427  0.6911483  
0.5466692  0.3566851  
0.8299853  0.6525929  
0.8926371  0.4527936  
0.9563749  0.1975401  
0.8956103  0.0786128  
0.7477655  0.2149015  
0.7532699  0.2447902  
0.7010211  0.421862  
0.7577676  0.06013879  
0.8085276  0.2184598  
0.1171465  0.943729  
0.2570758  0.5146049  
0.6707739  0.8227435  
0.483198  0.4650943  
0.7876544  0.1834925  
