c file generated by rmnkGenerator.R with seed  0 the 03/11/2019 16:36:55 
0.9200754  0.6633427  
0.01491863  0.9695282  
0.7052438  0.8495521  
0.3131689  0.5326012  
0.6031589  0.4671151  
0.1779219  0.727767  
0.8188291  0.1874264  
0.1626002  0.5419793  
0.1579136  0.6379087  
0.7854581  0.7089752  
0.9513447  0.1283279  
0.344212  0.9281775  
0.9905629  0.7586968  
0.2325492  0.9939139  
0.2250479  0.02937716  
0.2151827  0.2776581  
0.6338484  0.04321826  
0.03408746  0.3368783  
0.558884  0.6217733  
0.8343667  0.9556758  
0.6514133  0.3287437  
0.8968233  0.1153423  
0.8994221  0.3792767  
0.4190256  0.732718  
0.4814289  0.5721703  
0.7049767  0.9063153  
0.5865516  0.3825046  
0.5617058  0.04965359  
0.6202953  0.8293243  
0.0384228  0.1328278  
0.7234235  0.7313716  
0.245276  0.696197  
0.6331019  0.6441072  
0.8557709  0.9576365  
0.8261791  0.418339  
0.4376569  0.09439027  
0.7162703  0.5253055  
0.4371498  0.4082778  
0.3666682  0.7373055  
0.2310588  0.9489382  
0.8472779  0.03527777  
0.0863842  0.415318  
0.9722653  0.5280489  
0.9728123  0.7087401  
0.1280375  0.2429566  
0.1072616  0.6519409  
0.8764669  0.6485509  
0.3097278  0.4950641  
0.9085548  0.4504854  
0.05562176  0.9287772  
0.4752981  0.7498217  
0.5580179  0.9747925  
0.6344775  0.3939491  
0.8938326  0.1066483  
0.1995208  0.3461621  
0.5008502  0.5387943  
0.3114018  0.4057905  
0.7921871  0.3402328  
0.6665789  0.05737268  
0.4065013  0.2126454  
0.9603041  0.1364876  
0.8296502  0.6210763  
0.7352777  0.6348758  
0.2867927  0.9381769  
0.8297745  0.3708835  
0.8631447  0.8285344  
0.3403467  0.3158784  
0.7782162  0.06490054  
0.1570325  0.6680506  
0.9553309  0.3016933  
0.649518  0.201983  
0.7906772  0.2246305  
0.70017  0.862034  
0.2373394  0.9420749  
0.2413304  0.8431201  
0.7789643  0.3923659  
0.9697495  0.09515213  
0.779505  0.5880664  
0.09110741  0.8672388  
0.5080954  0.7988145  
0.8111055  0.6234357  
0.4965181  0.5879279  
0.2053034  0.1994422  
0.03231211  0.6714083  
0.2941468  0.5222483  
0.8390077  0.5270962  
0.01139081  0.4199733  
0.4649028  0.1234289  
0.07765318  0.2766765  
0.09649269  0.7781813  
0.9792208  0.5155262  
0.05041304  0.505843  
0.543766  0.4260981  
0.7989732  0.9193318  
0.4702382  0.5073743  
0.4675944  0.5983954  
0.4897518  0.5593103  
0.5587895  0.1677153  
0.06643968  0.4735031  
0.1510144  0.9009393  
0.3679248  0.6765688  
0.7195261  0.07324687  
0.1065668  0.5308244  
0.2448918  0.7122246  
0.6616907  0.4701286  
0.687868  0.7830977  
0.5957189  0.431456  
0.560832  0.1465618  
0.3481222  0.7671372  
0.1866844  0.6035957  
0.4109553  0.7066615  
0.9534524  0.8510762  
0.3593602  0.5782843  
0.1336116  0.05159533  
0.9042603  0.5481704  
0.9704886  0.05077117  
0.2136841  0.2976945  
0.6497472  0.8298771  
0.3033233  0.04265712  
0.5938209  0.542336  
0.04079706  0.2713721  
0.1142605  0.3816321  
0.2559201  0.8355179  
0.2006432  0.6758081  
0.168863  0.9022377  
0.1280202  0.1285647  
0.8227155  0.1922977  
0.0555109  0.2251334  
0.9216074  0.4484275  
0.9841618  0.1582198  
0.5733738  0.2061456  
0.2630556  0.1648912  
0.3437161  0.727181  
0.2779475  0.7084244  
0.4566773  0.82028  
0.7249606  0.9961111  
0.4408154  0.4284754  
0.03503322  0.7533327  
0.6068291  0.9994554  
0.3084111  0.712465  
0.3095183  0.4724879  
0.1096012  0.1654151  
0.8619967  0.2923314  
0.6449828  0.0456392  
0.3852233  0.05793207  
0.6620449  0.3427435  
0.426703  0.6252453  
0.599037  0.5161239  
0.8313003  0.3482647  
0.9474179  0.03443877  
0.2053924  0.7451101  
0.4567152  0.6771061  
0.2233301  0.9470205  
0.9894518  0.03171321  
0.1436541  0.3871236  
0.3657043  0.9599686  
0.6753356  0.5463376  
0.2953445  0.9168595  
0.3898635  0.7170908  
0.2638479  0.5542834  
0.2981851  0.8196983  
0.4341608  0.03586513  
0.4430783  0.3669732  
0.7277694  0.7278305  
0.3240043  0.9100609  
0.7033402  0.7785446  
0.09465032  0.5768047  
0.4574491  0.8729749  
0.07426388  0.5055311  
0.6367648  0.1345135  
0.5804237  0.4899626  
0.1995237  0.4349942  
0.1283365  0.644331  
0.8716334  0.3516667  
0.2004916  0.7431065  
0.1360047  0.9803648  
0.6702584  0.036196  
0.2404578  0.7204158  
0.7424156  0.2349158  
0.7020464  0.2646206  
0.5702595  0.03466938  
0.7573431  0.3977061  
0.07008064  0.6310488  
0.5176388  0.07676579  
0.6647019  0.9737267  
0.9493862  0.2237677  
0.4739834  0.01134019  
0.7819218  0.4545988  
0.6613961  0.99066  
0.6399005  0.9447914  
0.9536419  0.8992775  
0.3236328  0.7849355  
0.4196262  0.6777676  
0.3439008  0.3306681  
0.8055086  0.06580196  
0.969445  0.01310972  
0.02630968  0.1192643  
0.08023014  0.03731267  
0.679333  0.1615961  
0.9266646  0.7668428  
0.576942  0.1881633  
0.5211259  0.06197036  
0.9814941  0.1654689  
0.615693  0.04288589  
0.4717087  0.7892315  
0.04644347  0.06657604  
0.8679828  0.4421584  
0.008131421  0.7188601  
0.1047165  0.8852263  
0.5278215  0.9708816  
0.648345  0.03918472  
0.3469542  0.8223992  
0.102836  0.2889201  
0.07620389  0.428347  
0.4301586  0.9261132  
0.7851725  0.2718818  
0.1365001  0.7515459  
0.1490545  0.4627303  
0.7254389  0.3120364  
0.8561442  0.9208275  
0.5538734  0.4111554  
0.3646749  0.4158602  
0.5930306  0.7569041  
0.8530609  0.8199521  
0.8032965  0.1779061  
0.207459  0.874283  
0.2482797  0.2624322  
0.3700484  0.1876893  
0.7459952  0.009820486  
0.5646968  0.4421617  
0.8708446  0.6243645  
0.1858231  0.2396372  
0.9636603  0.8929104  
0.5982817  0.7324212  
0.5966756  0.5397894  
0.739749  0.9646737  
0.006912746  0.06649305  
0.01347196  0.6124232  
0.6976146  0.8011419  
0.3287404  0.1597848  
0.3714161  0.3986457  
0.3277085  0.4777282  
0.3122618  0.328158  
0.7494637  0.5277818  
0.9848993  0.4385401  
0.6733419  0.2029124  
0.2515587  0.776834  
0.7197402  0.2821363  
0.3730306  0.2655367  
0.7840185  0.6848609  
0.4137541  0.954988  
0.3168023  0.03910005  
0.472115  0.5784826  
0.8510536  0.654445  
0.1217236  0.5116576  
0.5291665  0.9947705  
0.9006174  0.8956463  
0.754524  0.2964848  
0.4637254  0.2659109  
0.8002996  0.8196018  
0.9670288  0.8430806  
0.849095  0.7640194  
0.5455233  0.2726853  
0.4737929  0.7050753  
0.0711021  0.469379  
0.7552375  0.9678374  
0.8173401  0.1963012  
0.7608401  0.5130181  
0.1674445  0.1526676  
0.8120929  0.1629886  
0.5592116  0.5016364  
0.01934304  0.4077149  
0.9026145  0.3089291  
0.801461  0.9393948  
0.6812377  0.5348617  
0.9479114  0.9063655  
0.4277414  0.1632411  
0.9819077  0.4029872  
0.6590225  0.08016928  
0.8136659  0.9251926  
0.768147  0.1632076  
0.1328305  0.9297922  
0.2474455  0.1607946  
0.03989666  0.462357  
0.1546868  0.002019231  
0.4442927  0.4025059  
0.7406206  0.505882  
0.4155833  0.02748662  
0.3914602  0.3867447  
0.6172002  0.3644319  
0.9325927  0.03291433  
0.2352571  0.8155642  
0.7959687  0.1125926  
0.8978389  0.413339  
0.4865688  0.7137142  
0.6620177  0.2996406  
0.1712978  0.7716749  
0.6637465  0.551314  
0.131929  0.9316607  
0.3861169  0.2537671  
0.4205533  0.1228911  
0.5894866  0.640118  
0.1163999  0.4227566  
0.6758523  0.3838892  
0.7460514  0.6902787  
0.4170325  0.6861309  
0.4202477  0.5074935  
0.02281334  0.7372123  
0.5227578  0.7747087  
0.2108313  0.7977437  
0.5175961  0.8329182  
0.06245021  0.9021466  
0.2854212  0.4456928  
0.2581419  0.3299183  
0.3874677  0.1098579  
0.8198068  0.4060751  
0.7288189  0.1770001  
0.2885418  0.65955  
0.8495319  0.4211843  
0.1093817  0.2886101  
0.9018659  0.1642457  
0.8819157  0.524215  
0.8737457  0.2751771  
0.4632313  0.1040244  
0.1369458  0.07926287  
0.9409067  0.8646178  
0.6575183  0.2491262  
0.4707096  0.2229782  
0.9435742  0.3852394  
0.6019137  0.2825819  
0.5783774  0.3285423  
0.1494677  0.3773035  
0.2522877  0.2732529  
0.9048351  0.1369918  
0.8728579  0.7626047  
0.7729582  0.4566757  
0.982744  0.07439791  
0.8789601  0.7899141  
0.2108321  0.04094399  
0.6584054  0.3440922  
0.2255981  0.3868332  
0.2128285  0.1740175  
0.7760941  0.6131992  
0.677656  0.06611049  
0.02843058  0.9356561  
0.6363172  0.6433432  
0.4133909  0.9554216  
0.126114  0.7402761  
0.5491625  0.04572472  
0.4414109  0.741393  
0.8926909  0.6732099  
0.02252199  0.8476254  
0.7799367  0.8588078  
0.8807788  0.676635  
0.7155526  0.7361715  
0.03964498  0.2808001  
0.9620815  0.943425  
0.5830752  0.03886658  
0.8914068  0.03001168  
0.8486076  0.09822723  
0.4892755  0.8185018  
0.3170222  0.1339837  
0.04748154  0.3504433  
0.6537065  0.5329688  
0.3312953  0.3142346  
0.9971788  0.0185464  
0.4431143  0.8785133  
0.04967403  0.4693811  
0.3060536  0.7020901  
0.5368113  0.5019583  
0.5608992  0.2979757  
0.7204511  0.540702  
0.3170748  0.7925954  
0.3300211  0.06596663  
0.06861377  0.1235994  
0.9829783  0.9034657  
0.491259  0.182563  
0.7235974  0.5062087  
0.6094819  0.07664518  
0.6140643  0.7542672  
0.7670199  0.7238097  
0.3845541  0.3934589  
0.7633841  0.9399169  
0.9412264  0.3047657  
0.1389874  0.3852034  
0.6032377  0.864647  
0.5793445  0.6767627  
0.5176856  0.8028674  
0.8758211  0.9287031  
0.2687633  0.5963317  
0.3716444  0.7419672  
0.9142381  0.260723  
0.3908423  0.6788408  
0.6010953  0.3785845  
0.2054323  0.8990259  
0.5949856  0.481013  
0.3914196  0.5120068  
0.08984255  0.4985717  
0.03579972  0.02094695  
0.8592282  0.1603988  
0.5459333  0.9752267  
0.9143026  0.7600703  
0.3164844  0.5158239  
0.3797745  0.4370241  
0.7155003  0.4355515  
0.8323279  0.6696047  
0.009089576  0.7825103  
0.5074614  0.1632457  
0.382961  0.4437036  
0.803622  0.1045129  
0.06582792  0.3339494  
0.1114191  0.6945455  
0.4534311  0.0739639  
0.4629502  0.8460202  
0.1967661  0.8807107  
0.5993531  0.4959074  
0.558873  0.6058908  
0.9691113  0.9102067  
0.3228156  0.2797426  
0.00246179  0.174379  
0.3746675  0.1246283  
0.8916904  0.1647346  
0.1998086  0.238414  
0.2753123  0.645021  
0.3570973  0.1727089  
0.462891  0.3919012  
0.2758813  0.5613798  
0.6796756  0.09875934  
0.9455061  0.9220654  
0.2845462  0.9045341  
0.3985449  0.03553924  
0.1394509  0.3141683  
0.8885781  0.3544954  
0.9370602  0.5671355  
0.9507441  0.1204012  
0.2158607  0.3533853  
0.1448916  0.7832239  
0.7699447  0.839199  
0.5552166  0.5906761  
0.9221781  0.6318854  
0.1925452  0.2587409  
0.9479176  0.3288081  
0.4430805  0.8773318  
0.2387034  0.5259333  
0.522118  0.2474717  
0.4317922  0.9489064  
0.738621  0.2793245  
0.7462421  0.8707484  
0.4686111  0.7194475  
0.5205048  0.6477649  
0.6028667  0.3779988  
0.05864292  0.8122963  
0.6450592  0.05030902  
0.04075908  0.1614383  
0.8640847  0.4036141  
0.193155  0.5620059  
0.2963981  0.5406423  
0.9183756  0.3868808  
0.06731849  0.3846866  
0.8929606  0.6806357  
0.8477163  0.2537971  
0.7138478  0.01424861  
0.8583716  0.5015378  
0.6397156  0.8059155  
0.718818  0.8365121  
0.5364984  0.3852485  
0.6409057  0.4756742  
0.9927403  0.9347163  
0.6625019  0.2599145  
0.6434573  0.4479072  
0.7133664  0.6862368  
0.9176987  0.2594045  
0.736449  0.3213396  
0.05359717  0.7147277  
0.5945774  0.2347147  
0.7241713  0.6757635  
0.5644908  0.1154712  
0.9965643  0.02178623  
0.8870874  0.73228  
0.2723531  0.4471531  
0.3894563  0.3317955  
0.675974  0.3009207  
0.4931655  0.8394716  
0.01368524  0.1388673  
0.9871637  0.8314302  
0.2259191  0.1493999  
0.2736342  0.4451827  
0.2660452  0.4149973  
0.1816138  0.7169209  
0.5585282  0.03782944  
0.1640647  0.398824  
0.3255846  0.4449026  
0.1710233  0.7114702  
0.8873068  0.8691424  
0.3170129  0.1630137  
0.1027403  0.6281303  
0.4575344  0.6728608  
0.8438479  0.8817389  
0.1192205  0.4646932  
0.9669856  0.8743088  
0.8872856  0.5345898  
0.7800283  0.383995  
0.6368603  0.695791  
0.04636073  0.6115318  
0.9890083  0.6497122  
0.5018967  0.8425045  
0.5806102  0.3874522  
0.2420063  0.4061966  
0.381552  0.419304  
0.9518752  0.858246  
0.6884019  0.9744285  
0.640509  0.8325908  
0.04754378  0.8504591  
0.173263  0.9615425  
0.05231544  0.2837795  
0.1864335  0.07074258  
0.7022958  0.1334206  
0.1537497  0.600408  
0.1323642  0.5093123  
0.4224629  0.003304541  
0.08873751  0.8820484  
0.4459511  0.4130309  
0.06003818  0.4774029  
0.5552341  0.6578361  
0.5480278  0.09519438  
0.2259419  0.2398792  
0.3702135  0.8494066  
0.9454603  0.9757386  
0.780187  0.754124  
0.8692488  0.7698165  
0.3479597  0.04379311  
0.8689369  0.8537424  
0.5265239  0.869332  
0.1597161  0.3614476  
0.9889312  0.5746553  
0.554389  0.8222048  
0.205881  0.9843289  
0.8363177  0.1335557  
0.2510569  0.8483795  
0.2413219  0.9157678  
0.622568  0.8198546  
0.5473585  0.6154772  
0.4112134  0.4396965  
0.8694578  0.5654853  
0.1396833  0.8074608  
0.1035567  0.1405092  
0.2066141  0.1107911  
0.3018601  0.2384044  
0.7305559  0.07721865  
0.002343398  0.04752457  
0.06676701  0.916089  
0.5152375  0.1788714  
0.7976969  0.3069585  
0.3293115  0.1282439  
0.6413088  0.695945  
0.6529304  0.7012464  
0.4345731  0.882632  
0.6077854  0.3220276  
0.3168938  0.8927099  
0.2323436  0.5544931  
0.7691867  0.09686129  
0.09605122  0.875218  
0.3372998  0.934917  
0.06611531  0.7887634  
0.97174  0.3334026  
0.1336491  0.08936092  
0.5101427  0.5149337  
0.4679364  0.08919613  
0.4637416  0.03483853  
0.3611822  0.7592941  
0.9388721  0.3824625  
0.5163752  0.3449867  
0.4662446  0.2600091  
0.2073277  0.9058467  
0.634971  0.05648682  
0.48076  0.3283419  
0.5824373  0.7143653  
0.4095114  0.6142165  
0.8970929  0.2690977  
0.9475312  0.4752783  
0.7689039  0.4236321  
0.953706  0.9538274  
0.07155956  0.5408494  
0.05741446  0.2562869  
0.9961713  0.8823024  
0.4844092  0.1016209  
0.1403882  0.7047338  
0.9361322  0.8908106  
0.5888852  0.1218665  
0.6128673  0.6271103  
0.3947276  0.8291641  
0.4156305  0.8680955  
0.3017804  0.9362418  
0.02248783  0.9724476  
0.1426939  0.579329  
0.6998085  0.1984445  
0.2327656  0.2245646  
0.1419026  0.7565051  
0.1882854  0.05786892  
0.5394271  0.6915448  
0.9794184  0.1240619  
0.02000012  0.1774306  
0.2693241  0.6337886  
0.03840059  0.2777201  
0.08938361  0.2037111  
0.371332  0.2534315  
0.1495013  0.9216768  
0.2367241  0.08510921  
0.2322428  0.5433435  
0.1834765  0.3203135  
0.06227837  0.9984705  
0.8859839  0.4372965  
0.9746325  0.9655767  
0.6663894  0.8061353  
0.2949202  0.05862245  
0.6749862  0.6968828  
0.6116674  0.7568543  
0.3956518  0.5101405  
0.7641396  0.02548197  
0.6824433  0.9876274  
0.5495632  0.4255413  
0.8560139  0.08056949  
0.02471108  0.8940501  
0.9617972  0.4024238  
0.181537  0.5969884  
0.9698807  0.2180713  
0.9037769  0.03665578  
0.1200409  0.4334789  
0.4427563  0.7736676  
0.235886  0.493209  
0.2980476  0.511001  
0.3631296  0.5878999  
0.6348984  0.6549177  
0.3698478  0.3968464  
0.963181  0.3808773  
0.9319881  0.2316049  
0.873296  0.08350816  
0.4171074  0.07469529  
0.4355901  0.2158429  
0.4967348  0.2288976  
0.6695636  0.3479059  
0.1281383  0.1120391  
0.5502601  0.1866241  
0.7012883  0.9329688  
0.2066494  0.6449937  
0.9654221  0.6029946  
0.431575  0.4902094  
0.445143  0.1793908  
